node_idx,Airport_ID,Src_cap,Des_cap,Name,City,Country,IATA,Latitude,Longitude
1646,1659.0,100.0,100.0,Satu Mare Airport,Satu Mare,Romania,SUJ,47.70330047607422,22.885700225830078
1647,2983.0,16382.416666666666,15974.0,Tashkent International Airport,Tashkent,Uzbekistan,TAS,41.257900238000005,69.2811965942
1648,1741.0,1745.0,1745.0,Podgorica Airport,Podgorica,Montenegro,TGD,42.359402,19.2519
1649,1662.0,550.0,300.0,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM,46.46770095825195,24.41250038146973
1650,1545.0,1675.0,1712.0,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,45.827498999999996,13.4722
1651,1663.0,1791.75,1800.15,Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,45.80989837646485,21.337900161743164
1652,2976.0,2993.0,2993.0,Ashgabat Airport,Ashkhabad,Turkmenistan,ASB,37.98680114746094,58.361000061035156
1653,2910.0,7183.833333333334,7165.833333333334,Astana International Airport,Tselinograd,Kazakhstan,TSE,51.02220153808594,71.46690368652344
1654,5692.0,0.0,0.0,Amboseli Airport,Amboseli National Park,Kenya,ASV,-2.645050048828125,37.25310134887695
1655,1121.0,618.0,432.0,Egal International Airport,Hargeisa,Somalia,HGA,9.518170356750488,44.08879852294922
1656,1141.0,0.0,0.0,Kitale Airport,Kitale,Kenya,KTL,0.9719889760017396,34.95859909057617
1657,5693.0,19.0,19.0,Lokichoggio Airport,Lokichoggio,Kenya,LKG,4.20412015914917,34.348201751708984
1658,7424.0,0.0,0.0,Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,-1.406111,35.008057
1659,7976.0,19.0,19.0,Ukunda Airstrip,Ukunda,Kenya,UKA,-4.29333,39.571098
1660,1147.0,76.0,76.0,Nairobi Wilson Airport,Nairobi,Kenya,WIL,-1.3217200040817259,36.81480026245117
1661,1149.0,236.5,227.33333333333331,Wajir Airport,Wajir,Kenya,WJR,1.7332400000000001,40.091599
1662,2885.0,626.0,626.0,Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,18.49489974975586,-67.12940216064453
1663,6426.0,196.0,196.0,Worcester Regional Airport,Worcester,United States,ORH,42.26729965209961,-71.87570190429688
1664,2889.0,300.0,300.0,Mercedita Airport,Ponce,Puerto Rico,PSE,18.00830078125,-66.56300354003906
1665,3862.0,224.0,1977.0,Portland International Jetport Airport,Portland,United States,PWM,43.64619827,-70.30930328
1666,2097.0,816.0,816.0,Abadan Airport,Abadan,Iran,ABD,30.371099471999997,48.2282981873
1667,2104.0,3740.6666666666665,3702.6666666666665,Ahwaz Airport,Ahwaz,Iran,AWZ,31.3374004364,48.7620010376
1668,2164.0,1063.5,1063.5,Shahid Sadooghi Airport,Yazd,Iran,AZD,31.904899597199996,54.2765007019
1669,2134.0,2130.666666666667,2130.666666666667,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,27.218299865722656,56.37779998779297
1670,2121.0,2885.833333333333,2769.166666666667,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,32.75080108642578,51.86130142211914
1671,2109.0,1891.5,2101.5,Kish International Airport,Kish Island,Iran,KIH,26.526199340799998,53.9802017212
1672,2114.0,929.5,929.5,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,34.3459014893,47.1581001282
1673,4331.0,9148.166666666668,9046.5,Mashhad International Airport,Mashhad,Iran,MHD,36.235198974609375,59.64099884033203
1674,2123.0,1248.0,1248.0,Sardar-e-Jangal Airport,Rasht,Iran,RAS,37.323333,49.617778
1675,5933.0,888.0,888.0,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,36.635799408000004,53.1935997009
1676,2157.0,4600.5,4575.5,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,29.53919982910156,52.58980178833008
1677,2162.0,2301.8333333333335,2221.166666666667,Tabriz International Airport,Tabriz,Iran,TBZ,38.1338996887207,46.23500061035156
1678,2131.0,7805.333333333335,7905.333333333335,Mehrabad International Airport,Teheran,Iran,THR,35.68920135498047,51.31340026855469
1679,2167.0,1325.3333333333335,1325.3333333333335,Zahedan International Airport,Zahedan,Iran,ZAH,29.47570037841797,60.90620040893555
1680,607.0,794.3333333333334,794.3333333333334,Aarhus Airport,Aarhus,Denmark,AAR,56.2999992371,10.619000434899998
1681,799.0,2109.25,2109.25,King Shaka International Airport,Durban,South Africa,DUR,-29.6144444444,31.119722222199997
1682,1223.0,1044.6666666666667,1044.6666666666667,Federico Garcia Lorca Airport,Granada,Spain,GRX,37.18870162963867,-3.777359962463379
1683,520.0,637.0,637.0,Isle of Man Airport,Isle Of Man,Isle of Man,IOM,54.08330154418945,-4.623889923095703
1684,1198.0,7731.5,7911.5,Paphos International Airport,Paphos,Cyprus,PFO,34.71799850463867,32.48569869995117
1685,838.0,1034.25,1034.25,Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,-33.984901428200004,25.617300033600003
1686,2901.0,1050.5,1490.5,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,11.149700164794922,-60.83219909667969
1687,1004.0,689.0,689.0,Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA,-18.09589958190918,25.839000701904297
1688,4105.0,1964.1333333333334,1964.1333333333334,Hosea Kutako International Airport,Windhoek,Namibia,WDH,-22.4799,17.4709
1689,7309.0,20.0,20.0,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,18.338600158691406,-64.94069671630861
1690,2387.0,2027.5,2027.5,Ishigaki Airport,Ishigaki,Japan,ISG,24.344499588,124.18699646
1691,2307.0,2763.4999999999995,2746.9999999999995,Kagoshima Airport,Kagoshima,Japan,KOJ,31.80340003967285,130.718994140625
1692,2390.0,634.0,634.0,Miyako Airport,Miyako,Japan,MMY,24.7828006744,125.294998169
1693,2313.0,2075.0,2063.0,Nagasaki Airport,Nagasaki,Japan,NGS,32.916900634799994,129.914001465
1694,2347.0,4187.0,4225.0,Sendai Airport,Sendai,Japan,SDJ,38.139701843299996,140.917007446
1695,3943.0,1576.0,1576.0,Kobe Airport,Kobe,Japan,UKB,34.632801055908196,135.2239990234375
1696,2330.0,1154.75,1154.75,Miho Yonago Airport,Miho,Japan,YGJ,35.4921989440918,133.23599243164062
1697,538.0,74.0,74.0,Benbecula Airport,Benbecula,United Kingdom,BEB,57.48109817504883,-7.362780094146728
1698,5575.0,20.0,20.0,Barra Airport,Barra,United Kingdom,BRR,57.0228,-7.443060000000001
1699,5563.0,20.0,20.0,Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.43719863891602,-5.686389923095702
1700,5577.0,74.0,74.0,Donegal Airport,Dongloe,Ireland,CFN,55.0442008972168,-8.340999603271483
1701,540.0,33.0,33.0,Dundee Airport,Dundee,United Kingdom,DND,56.45249938964844,-3.0258300304412837
1702,5562.0,1354.0,1354.0,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681
1703,523.0,16256.5,16634.5,East Midlands Airport,East Midlands,United Kingdom,EMA,52.8311004639,-1.32806003094
1704,536.0,37.0,37.0,Islay Airport,Islay,United Kingdom,ILY,55.68190002441406,-6.256669998168945
1705,533.0,797.0,764.0,Inverness Airport,Inverness,United Kingdom,INV,57.54249954223633,-4.047500133514403
1706,529.0,239.5,239.5,Kirkwall Airport,Kirkwall,United Kingdom,KOI,58.957801818847656,-2.9049999713897705
1707,491.0,9556.0,9556.0,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909057617,-2.849720001220703
1708,530.0,191.5,191.5,Sumburgh Airport,Sumburgh,United Kingdom,LSI,59.87889862060547,-1.295560002326965
1709,600.0,2535.0,2535.0,Ireland West Knock Airport,Connaught,Ireland,NOC,53.9103012084961,-8.818490028381348
1710,541.0,171.0,171.0,Stornoway Airport,Stornoway,United Kingdom,SYY,58.215599060058594,-6.3311100006103525
1711,542.0,28.5,28.5,Tiree Airport,Tiree,United Kingdom,TRE,56.49919891357422,-6.869170188903809
1712,605.0,140.0,140.0,Waterford Airport,Waterford,Ireland,WAT,52.18719863891602,-7.086959838867188
1713,531.0,62.0,62.0,Wick Airport,Wick,United Kingdom,WIC,58.458900451660156,-3.09306001663208
1714,6270.0,98.0,98.0,Groote Eylandt Airport,Groote Eylandt,Australia,GTE,-13.975000381500001,136.460006714
1715,4056.0,444.0,444.0,Mulu Airport,Mulu,Malaysia,MZV,4.048329830169679,114.80500030517578
1716,286.0,1715.0,1865.0,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,35.75809860229492,10.75469970703125
1717,6410.0,150.0,150.0,Heihe Airport,Heihe,China,HEK,50.1716209371,127.308883667
1718,7519.0,248.0,248.0,Zhijiang Airport,Zhijiang,China,HJJ,27.4411111111,109.7
1719,6411.0,1193.0,1193.0,Jiamusi Airport,Jiamusi,China,JMU,46.84339904789999,130.464996338
1720,8417.0,676.0,676.0,Jixi Xingkaihu Airport,Jixi,China,JXA,45.293,131.19299999999998
1721,8845.0,252.0,252.0,Lingling Airport,Yongzhou,China,LLF,26.338661,111.61004299999999
1722,6943.0,124.0,124.0,Gu-Lian Airport,Mohe County,China,OHE,52.912777777799995,122.43
1723,6963.0,470.0,470.0,Tongren Fenghuang Airport,Tongren,China,TEN,27.883333,109.308889
1724,3392.0,8722.833333333334,8722.833333333334,Yantai Laishan Airport,Yantai,China,YNT,37.40169906616211,121.37200164794922
1725,6187.0,990.0,990.0,Buon Ma Thuot Airport,Buonmethuot,Vietnam,BMV,12.668299675,108.120002747
1726,6189.0,1372.3333333333333,1372.3333333333333,Cam Ranh Airport,Nha Trang,Vietnam,CXR,11.99820041656494,109.21900177001952
1727,3196.0,5088.0,5057.666666666666,Da Nang International Airport,Danang,Vietnam,DAD,16.043899536132812,108.1989974975586
1728,6188.0,560.0,560.0,Cat Bi International Airport,Haiphong,Vietnam,HPH,20.81940078735352,106.7249984741211
1729,3204.0,690.0,690.0,Phu Quoc International Airport,Phuquoc,Vietnam,PQC,10.1698,103.9931
1730,6195.0,914.0,914.0,Vinh Airport,Vinh,Vietnam,VII,18.7376003265,105.67099762
1731,610.0,93.5,93.5,Esbjerg Airport,Esbjerg,Denmark,EBJ,55.525902,8.5534
1732,641.0,917.8333333333334,917.8333333333334,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938
1733,647.0,448.0,498.0,Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.111801147461,7.8245201110839995
1734,879.0,199.0,199.0,Kasane Airport,Kasane,Botswana,BBK,-17.83289909362793,25.16239929199219
1735,877.0,136.0,136.0,Francistown Airport,Francistown,Botswana,FRW,-21.15959930419922,27.47450065612793
1736,881.0,593.4,593.4,Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,-24.55520057678223,25.91819953918457
1737,880.0,418.0,418.0,Maun Airport,Maun,Botswana,MUB,-19.97260093688965,23.431100845336914
1738,2299.0,1617.6666666666667,1617.6666666666667,Asahikawa Airport,Asahikawa,Japan,AKJ,43.670799255371094,142.44700622558594
1739,2288.0,2157.833333333333,2229.5,Hakodate Airport,Hakodate,Japan,HKD,41.7700004578,140.822006226
1740,2322.0,2504.0,2504.0,Komatsu Airport,Kanazawa,Japan,KMQ,36.39459991455078,136.40699768066406
1741,2327.0,2097.666666666667,2097.666666666667,Okayama Airport,Okayama,Japan,OKJ,34.7569007874,133.854995728
1742,6387.0,3565.0,3565.0,Tunxi International Airport,Huangshan,China,TXN,29.73329925537109,118.25599670410156
1743,3958.0,263.0,263.0,Palanga International Airport,Palanga,Lithuania,PLQ,55.97320175170898,21.093900680541992
1744,1035.0,150.0,150.0,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,-2.3089799880981445,28.808799743652344
1745,11230.0,19.0,19.0,Boende Airport,Boende,Congo (Kinshasa),BNB,-0.21699999272823334,20.850000381469727
1746,11229.0,100.0,100.0,Beni Airport,Beni,Congo (Kinshasa),BNC,0.575,29.4739
1747,1033.0,150.0,50.0,Bunia Airport,Bunia,Congo (Kinshasa),BUX,1.5657199621200562,30.220800399780273
1748,1038.0,1251.0,1169.5,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,-11.5913000107,27.5308990479
1749,1031.0,300.0,350.0,Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,0.48163899779299996,25.337999343899998
1750,1028.0,150.0,150.0,Gemena Airport,Gemena,Congo (Kinshasa),GMA,3.23536992073,19.7712993622
1751,1036.0,250.0,250.0,Goma International Airport,Goma,Congo (Kinshasa),GOM,-1.670809984207153,29.23850059509277
1752,1032.0,50.0,50.0,Matari Airport,Isiro,Congo (Kinshasa),IRP,2.8276100158691406,27.58830070495605
1753,1042.0,269.0,269.0,Kananga Airport,Kananga,Congo (Kinshasa),KGA,-5.90005016327,22.4692001343
1754,1037.0,200.0,200.0,Kindu Airport,Kindu,Congo (Kinshasa),KND,-2.91917991638,25.9153995514
1755,11290.0,50.0,50.0,Kongolo Airport,Kongolo,Congo (Kinshasa),KOO,-5.39444,26.99
1756,5653.0,19.0,0.0,Lodja Airport,Lodja,Congo (Kinshasa),LJA,-3.4170000553131104,23.45000076293945
1757,1026.0,234.5,319.0,Mbandaka Airport,Mbandaka,Congo (Kinshasa),MDK,0.0226000007242,18.2887001038
1758,1043.0,275.0,275.0,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,-6.121240139010001,23.5690002441
1759,5652.0,38.0,38.0,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,-6.4383300000000006,20.794701
1760,1903.0,590.0,440.0,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.616500854499996,-81.5459976196
1761,1905.0,1105.0,1190.0,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980094909668,-75.83540344238281
1762,4304.0,1601.0,1601.0,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938201903,-58.25410079956055
1763,6404.0,851.0,725.0,Aksu Airport,Aksu,China,AKU,41.262501,80.291702
1764,6396.0,372.0,372.0,Qamdo Bangda Airport,Bangda,China,BPX,30.553600311279297,97.1082992553711
1765,6772.0,376.0,376.0,Chaoyang Airport,Chaoyang,China,CHG,41.538101,120.434998
1766,6342.0,1762.0,1762.0,Chifeng Airport,Chifeng,China,CIF,42.23500061035156,118.90799713134766
1767,6343.0,2125.0,2125.0,Changzhi Airport,Changzhi,China,CIH,36.247501,113.125999
1768,6397.0,1128.0,1128.0,Dachuan Airport,Dazhou,China,DAX,31.1302,107.4295
1769,3377.0,903.0,903.0,Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,39.224098,125.66999799999999
1770,7503.0,1180.0,1180.0,Fuyang Xiguan Airport,Fuyang,China,FUG,32.882157,115.73436399999999
1771,6398.0,1000.0,1000.0,Guangyuan Airport,Guangyuan,China,GYS,32.391101837158196,105.7020034790039
1772,2326.0,2794.0,2794.0,Hiroshima Airport,Hiroshima,Japan,HIJ,34.4361000061,132.91900634799998
1773,3366.0,2433.5,2433.5,Dongshan Airport,Hailar,China,HLD,49.2050018311,119.82499694799999
1774,6349.0,718.0,718.0,Ulanhot Airport,Ulanhot,China,HLH,46.195333000000005,122.00833300000001
1775,6743.0,1226.0,1226.0,Hami Airport,Hami,China,HMI,42.8414,93.669197
1776,6395.0,1732.0,1732.0,Zhoushan Airport,Zhoushan,China,HSN,29.9342002869,122.36199951200001
1777,3398.0,955.0,955.0,Hotan Airport,Hotan,China,HTN,37.03850173950195,79.86489868164062
1778,6384.0,2253.0,2253.0,Huangyan Luqiao Airport,Huangyan,China,HYN,28.56220054626465,121.4290008544922
1779,6380.0,2571.0,2571.0,Jingdezhen Airport,Jingdezhen,China,JDZ,29.3386001587,117.176002502
1780,6381.0,752.0,752.0,Jiujiang Lushan Airport,Jiujiang,China,JIU,29.476944,115.801111
1781,6412.0,581.0,581.0,Jinzhou Airport,Jinzhou,China,JNZ,41.10139846801758,121.06199645996094
1782,6382.0,930.0,930.0,Quzhou Airport,Quzhou,China,JUZ,28.965799,118.899002
1783,6407.0,1439.6666666666665,1439.6666666666665,Korla Airport,Korla,China,KRL,41.69779968261719,86.12889862060547
1784,6356.0,1604.0,1604.0,Liuzhou Bailian Airport,Liuzhou,China,LZH,24.2075,109.390999
1785,6399.0,1503.0,1503.0,Luzhou Airport,Luzhou,China,LZO,28.85219955444336,105.39299774169922
1786,3402.0,1561.5,1561.5,Mudanjiang Hailang International Airport,Mudanjiang,China,MDG,44.524101257299996,129.569000244
1787,4189.0,1044.0,1044.0,Muan International Airport,Muan,South Korea,MWX,34.991406,126.382814
1788,6413.0,1158.0,1158.0,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,47.239601135253906,123.91799926757812
1789,8630.0,528.0,528.0,Bayannur Tianjitai Airport,Bayannur,China,RLK,40.926,107.7428
1790,2381.0,1025.0,1025.0,Daegu Airport,Taegu,South Korea,TAE,35.896871999999995,128.65531000000001
1791,6348.0,1639.0,1639.0,Tongliao Airport,Tongliao,China,TGO,43.556702,122.199997
1792,3380.0,2657.0,2607.0,Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN,47.84310150146485,106.76699829101562
1793,6955.0,1139.0,1139.0,Wuhai Airport,Wuhai,China,WUA,39.7934,106.7993
1794,6391.0,2607.0,2607.0,Nanping Wuyishan Airport,Wuyishan,China,WUS,27.7019,118.000999
1795,6360.0,1710.0,1710.0,Xiangyang Liuji Airport,Xiangfan,China,XFN,32.1506,112.291
1796,6350.0,885.0,885.0,Xilinhot Airport,Xilinhot,China,XIL,43.91559982299805,115.96399688720705
1797,6430.0,4398.0,4398.0,Yuncheng Guangong Airport,Yuncheng,China,YCU,35.116391,111.031388889
1798,6409.0,484.0,484.0,Yining Airport,Yining,China,YIN,43.955799,81.330299
1799,6394.0,2884.0,2884.0,Yiwu Airport,Yiwu,China,YIW,29.344699859600002,120.03199768100001
1800,6414.0,2227.0,2227.0,Yanji Chaoyangchuan Airport,Yanji,China,YNJ,42.8828010559,129.451004028
1801,5832.0,56.0,56.0,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,15.2622,-83.78119699999999
1802,1361.0,148.0,148.0,Avignon-Caumont Airport,Avignon,France,AVN,43.90729904174805,4.901830196380615
1803,5419.0,275.0,300.0,Buka Airport,Buka Island,Papua New Guinea,BUA,-5.422319889068604,154.67300415039062
1804,5421.0,195.0,195.0,Daru Airport,Daru,Papua New Guinea,DAU,-9.086759567260001,143.207992554
1805,1.0,241.66666666666666,241.66666666666666,Goroka Airport,Goroka,Papua New Guinea,GKA,-6.0816898345900015,145.391998291
1806,5422.0,306.6666666666667,256.6666666666667,Gurney Airport,Gurney,Papua New Guinea,GUR,-10.311499595599999,150.333999634
1807,3.0,555.0,670.0,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,-5.826789855957031,144.29600524902344
1808,5424.0,360.0,360.0,Kimbe Airport,Hoskins,Papua New Guinea,HKN,-5.462170124053955,150.40499877929688
1809,5428.0,335.0,335.0,Kavieng Airport,Kavieng,Papua New Guinea,KVG,-2.57940006256,150.807998657
1810,4.0,605.0,605.0,Nadzab Airport,Nadzab,Papua New Guinea,LAE,-6.569803,146.725977
1811,2.0,540.0,540.0,Madang Airport,Madang,Papua New Guinea,MAG,-5.20707988739,145.789001465
1812,5430.0,463.0,463.0,Momote Airport,Momote,Papua New Guinea,MAS,-2.06189,147.423996
1813,5432.0,100.0,100.0,Misima Island Airport,Misima Island,Papua New Guinea,MIS,-10.6892004013,152.837997437
1814,5431.0,135.0,120.0,Moro Airport,Moro,Papua New Guinea,MXH,-6.36332988739,143.238006592
1815,5423.0,256.6666666666667,256.6666666666667,Girua Airport,Girua,Papua New Guinea,PNP,-8.80453968048,148.309005737
1816,5.0,5164.5,5064.5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,-9.443380355834961,147.22000122070312
1817,5435.0,875.0,800.0,Tokua Airport,Tokua,Papua New Guinea,RAB,-4.34045982361,152.380004883
1818,5434.0,200.0,200.0,Tabubil Airport,Tabubil,Papua New Guinea,TBG,-5.27861,141.225998
1819,5433.0,150.0,150.0,Tari Airport,Tari,Papua New Guinea,TIZ,-5.84499979019,142.947998047
1820,5425.0,250.0,200.0,Kiunga Airport,Kiunga,Papua New Guinea,UNG,-6.1257100105285645,141.28199768066406
1821,6.0,440.0,440.0,Wewak International Airport,Wewak,Papua New Guinea,WWK,-3.5838301181800003,143.66900634799998
1822,2308.0,1497.1666666666667,1517.6666666666667,Miyazaki Airport,Miyazaki,Japan,KMI,31.877199173,131.44900512700002
1823,2270.0,98.0,98.0,Tainan Airport,Tainan,Taiwan,TNN,22.95039939880371,120.20600128173828
1824,2324.0,1535.0,1535.0,Toyama Airport,Toyama,Japan,TOY,36.64830017089844,137.18800354003906
1825,1904.0,450.0,450.0,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938
1826,1908.0,0.0,0.0,Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289
1827,2927.0,4966.666666666667,4840.666666666667,Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,48.52799987793,135.18800354004
1828,3177.0,1879.0,1892.0,Samui Airport,Ko Samui,Thailand,USM,9.547789573669997,100.06199646
1829,2934.0,4279.5,4279.5,Vladivostok International Airport,Vladivostok,Russia,VVO,43.39899826049805,132.14799499511722
1830,7506.0,645.0,645.0,Xingyi Airport,Xingyi,China,ACX,25.0863888889,104.959444444
1831,9844.0,402.0,402.0,Anshan Air Base,Anshan,China,AOG,41.105301000000004,122.853996
1832,6427.0,490.0,490.0,Anqing Tianzhushan Airport,Anqing,China,AQG,30.582199,117.050003
1833,9849.0,456.0,456.0,Anshun Huangguoshu Airport,Anshun,China,AVA,26.2605555556,105.87333333299999
1834,9025.0,971.0,971.0,Bijie Feixiong Airport,Bijie,China,BFJ,27.267065999999996,105.47209699999999
1835,7508.0,272.0,272.0,Liping Airport,Liping,China,HZH,26.32217,109.1499
1836,6944.0,1165.0,1165.0,Jining Qufu Airport,Jining,China,JNG,35.292778000000006,116.346667
1837,6406.0,196.0,196.0,Kuqa Airport,Kuqa,China,KCA,41.677856,82.872917
1838,4381.0,1749.0,1741.0,Niigata Airport,Niigata,Japan,KIJ,37.955898284899995,139.121002197
1839,6408.0,224.0,224.0,Karamay Airport,Karamay,China,KRY,45.46655,84.9527
1840,9848.0,300.0,300.0,Lindu Airport,Yinchun,China,LDS,47.7520555556,129.019125
1841,6383.0,1792.0,1792.0,Lianyungang Airport,Lianyungang,China,LYG,34.571667,118.87361100000001
1842,6401.0,780.0,780.0,Nanchong Airport,Nanchong,China,NAO,30.79545,106.1626
1843,9386.0,196.0,196.0,Xinyuan Nalati Airport,Xinyuan,China,NLT,43.4318,83.3786
1844,6359.0,918.0,918.0,Nanyang Jiangying Airport,Nanyang,China,NNY,32.980801,112.614998
1845,2913.0,3928.0,3732.0,Osh Airport,Osh,Kyrgyzstan,OSS,40.6090011597,72.793296814
1846,6752.0,196.0,196.0,Tacheng Airport,Tacheng,China,TCG,46.67250061035156,83.3407974243164
1847,6378.0,381.0,384.0,Zhaotong Airport,Zhaotong,China,ZAT,27.32559967041016,103.75499725341795
1848,6111.0,350.0,350.0,Cherepovets Airport,Cherepovets,Russia,CEE,59.273601532,38.015800476100004
1849,6734.0,50.0,50.0,Kirovsk-Apatity Airport,Apatity,Russia,KVK,67.46330261230469,33.58829879760742
1850,910.0,861.8333333333334,893.3333333333334,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,NLA,-12.998100280762,28.66489982605
1851,3321.0,5486.666666666666,5445.0,Gold Coast Airport,Coolangatta,Australia,OOL,-28.1644001007,153.505004883
1852,5597.0,257.1666666666667,257.1666666666667,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610061645508,12.847100257873535
1853,691.0,3505.0,3505.0,Gothenburg City Airport,Gothenborg,Sweden,GSE,57.77470016479492,11.870400428771973
1854,707.0,203.33333333333331,203.33333333333331,Kalmar Airport,Kalkmar,Sweden,KLR,56.68550109863281,16.287599563598633
1855,685.0,209.16666666666669,209.16666666666669,Ronneby Airport,Ronneby,Sweden,RNB,56.266700744629,15.265000343322999
1856,721.0,209.16666666666669,209.16666666666669,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,62.528099060058594,17.443899154663086
1857,693.0,50.0,50.0,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,58.31809997558594,12.345000267028807
1858,4133.0,74.0,74.0,Buri Ram Airport,Buri Ram,Thailand,BFV,15.229499816894533,103.25299835205078
1859,3932.0,1649.0,1649.0,Chiang Rai International Airport,Chiang Rai,Thailand,CEI,19.952299118,99.8828964233
1860,4300.0,74.0,74.0,Chumphon Airport,Chumphon,Thailand,CJM,10.711199760437012,99.36170196533205
1861,3936.0,339.0,339.0,Nakhon Phanom Airport,Nakhon Phanom,Thailand,KOP,17.383800506591793,104.64299774169922
1862,3186.0,74.0,74.0,Loei Airport,Loei,Thailand,LOE,17.43910026550293,101.72200012207031
1863,6186.0,74.0,74.0,Mae Sot Airport,Tak,Thailand,MAQ,16.699899673461914,98.54509735107422
1864,4131.0,74.0,74.0,Nan Airport,Nan,Thailand,NNT,18.807899475097656,100.78299713134766
1865,3933.0,339.0,339.0,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,NST,8.539620399475098,99.9447021484375
1866,3170.0,339.0,339.0,Phitsanulok Airport,Phitsanulok,Thailand,PHS,16.782899856567386,100.27899932861328
1867,3164.0,74.0,74.0,Phrae Airport,Phrae,Thailand,PRH,18.132200241088867,100.16500091552734
1868,4132.0,189.0,189.0,Roi Et Airport,Roi Et,Thailand,ROI,16.11680030822754,103.77400207519531
1869,3184.0,189.0,189.0,Sakon Nakhon Airport,Sakon Nakhon,Thailand,SNO,17.195100784301758,104.11900329589844
1870,3182.0,339.0,339.0,Trang Airport,Trang,Thailand,TST,7.508739948272705,99.6166000366211
1871,3937.0,489.0,489.0,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,UBP,15.2512998581,104.870002747
1872,3180.0,74.0,74.0,Ranong Airport,Ranong,Thailand,UNN,9.777620315551758,98.58550262451172
1873,3183.0,965.0,965.0,Udon Thani Airport,Udon Thani,Thailand,UTH,17.386400222800006,102.788002014
1874,5714.0,70.0,70.0,Aberdeen Regional Airport,Aberdeen,United States,ABR,45.44910049438477,-98.42179870605469
1875,5720.0,140.0,140.0,Alpena County Regional Airport,Alpena,United States,APN,45.07809829999999,-83.56030273
1876,4083.0,749.0,749.0,Bismarck Municipal Airport,Bismarck,United States,BIS,46.77270126342773,-100.74600219726562
1877,4287.0,70.0,70.0,Bemidji Regional Airport,Bemidji,United States,BJI,47.50939941,-94.93370056
1878,6957.0,140.0,140.0,Brainerd Lakes Regional Airport,Brainerd,United States,BRD,46.39830017,-94.13809967
1879,4022.0,70.0,70.0,Bert Mooney Airport,Butte,United States,BTM,45.95479965209961,-112.49700164794922
1880,1745.0,3229.5,3229.5,M. R. Štefánik Airport,Bratislava,Slovakia,BTS,48.17020034790039,17.212699890136722
1881,3824.0,70.0,70.0,Cedar City Regional Airport,Cedar City,United States,CDC,37.70100021362305,-113.0989990234375
1882,5729.0,70.0,70.0,Chippewa County International Airport,Sault Ste Marie,United States,CIU,46.25080108642578,-84.47239685058594
1883,7074.0,30.0,30.0,Canyonlands Field,Moab,United States,CNY,38.75500107,-109.7549973
1884,4344.0,140.0,140.0,Yellowstone Regional Airport,Cody,United States,COD,44.520198822,-109.024002075
