node_idx,Airport_ID,Src_cap,Des_cap,Name,City,Country,IATA,Latitude,Longitude
734,6375.0,880.0,880.0,Diqing Airport,Shangri-La,China,DIG,27.7936,99.6772
735,4054.0,879.0,879.0,Dali Airport,Dali,China,DLU,25.649401,100.319
736,3391.0,36939.091666666674,37071.091666666674,Shanghai Hongqiao International Airport,Shanghai,China,SHA,31.19790077209473,121.33599853515624
737,6377.0,381.0,381.0,Pu'er Simao Airport,Simao,China,SYM,22.793301,100.959
738,7862.0,635.0,635.0,Tengchong Tuofeng Airport,Tengchong,China,TCZ,24.9380555556,98.4858333333
739,9107.0,978.0,978.0,Yichun Mingyueshan Airport,Yichun,China,YIC,27.8025,114.3062
740,6738.0,38.0,19.0,Bella Coola Airport,Bella Coola,Canada,QBC,52.387501,-126.596001
741,5457.0,19.0,19.0,Anahim Lake Airport,Anahim Lake,Canada,YAA,52.45249938964844,-125.3030014038086
742,30.0,85.0,85.0,Campbell River Airport,Campbell River,Canada,YBL,49.95080184936523,-125.27100372314452
743,5523.0,28.0,28.0,Powell River Airport,Powell River,Canada,YPW,49.83420181274414,-124.5
744,119.0,342.66666666666663,342.66666666666663,Comox Airport,Comox,Canada,YQQ,49.71080017089844,-124.88700103759766
745,162.0,57.0,57.0,Williams Lake Airport,Williams Lake,Canada,YWL,52.1831016541,-122.054000854
746,164.0,107.0,107.0,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,49.610801696777,-115.78199768066001
747,184.0,1231.6666666666667,1239.5,Victoria International Airport,Victoria,Canada,YYJ,48.646900177,-123.426002502
748,200.0,65.0,65.0,Port Hardy Airport,Port Hardy,Canada,YZT,50.68059921264648,-127.36699676513672
749,8223.0,28.0,28.0,Trail Airport,Trail,Canada,YZZ,49.0555992126,-117.60900116
750,7275.0,62.0,62.0,Denny Island Airport,Bella Bella,Canada,,52.137937,-128.05974799999998
751,5545.0,37.0,37.0,Masset Airport,Masset,Canada,ZMT,54.02750015258789,-132.125
752,1685.0,2935.666666666667,2935.666666666667,Adana Airport,Adana,Turkey,ADA,36.982200622600004,35.2803993225
753,1706.0,11905.333333333332,12062.833333333332,Adnan Menderes International Airport,Izmir,Turkey,ADB,38.292400360100004,27.156999588
754,4315.0,5537.5,5678.5,Milas Bodrum International Airport,Bodrum,Turkey,BJV,37.25059890749999,27.664300918600002
755,1722.0,1230.5,1230.5,Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.201000213600004
756,1715.0,10648.666666666666,11014.333333333332,Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.792499542199998
757,5780.0,2476.0,2476.0,Ercan International Airport,Nicosia,Cyprus,ECN,35.15470123291016,33.49610137939453
758,1724.0,841.0,841.0,Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999
759,1721.0,993.0,993.0,Elazığ Airport,Elazig,Turkey,EZS,38.606899261500004,39.291400909400004
760,9044.0,816.0,816.0,Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY,37.445663,38.895592
761,8266.0,865.0,865.0,Gazipaşa Airport,Alanya,Turkey,GZP,36.299217,32.300598
762,1689.0,1464.5,1464.5,Gaziantep International Airport,Gaziantep,Turkey,GZT,36.9472007751,37.4786987305
763,1692.0,599.8333333333334,599.8333333333334,Malatya Tulga Airport,Malatya,Turkey,,38.353699,38.253899
764,2947.0,2445.833333333333,2595.833333333333,Odessa International Airport,Odessa,Ukraine,ODS,46.42679977416992,30.67650032043457
765,1726.0,1797.5,1797.5,Trabzon International Airport,Trabzon,Turkey,TZX,40.99509811401367,39.78969955444336
766,2501.0,350.0,350.0,Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693
767,2513.0,728.0,728.0,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501
768,2443.0,1602.0,1602.0,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,-31.323601,-64.208
769,2487.0,513.0,587.0,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655
770,2488.0,172.0,172.0,Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.908000946,-71.139503479
771,2508.0,200.0,200.0,Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733
772,2452.0,1061.0,1211.0,El Plumerillo Airport,Mendoza,Argentina,MDZ,-32.831699371300004,-68.7929000854
773,2509.0,602.0,602.0,Presidente Peron Airport,Neuquen,Argentina,NQN,-38.949001,-68.15570100000001
774,2439.0,135.0,135.0,General Urquiza Airport,Parana,Argentina,PRA,-31.7948,-60.4804
775,2490.0,400.0,424.0,Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,-43.2105,-65.2703
776,2495.0,163.0,163.0,Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494
777,2496.0,537.0,500.0,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126
778,2440.0,614.5,614.5,Islas Malvinas Airport,Rosario,Argentina,ROS,-32.9036,-60.785
779,2441.0,135.0,135.0,Sauce Viejo Airport,Santa Fe,Argentina,SFN,-31.7117,-60.8117
780,7277.0,20.0,20.0,Wekweètì Airport,Wekweeti,Canada,YFJ,64.190804,-114.07700200000001
781,5463.0,20.0,20.0,Whatì Airport,Whatì,Canada,YLE,63.13169860839844,-117.24600219726562
782,5526.0,20.0,20.0,Rae Lakes Airport,Gamètì,Canada,YRA,64.11609649658203,-117.30999755859376
783,5511.0,20.0,20.0,St Georges Airport,Lutselk'e,Canada,,46.096401,-70.714699
784,1153.0,310.0,310.0,Kufra Airport,Kufra,Libya,AKF,24.178699493408203,23.31399917602539
785,2170.0,18997.966666666667,19160.966666666667,Queen Alia International Airport,Amman,Jordan,AMM,31.7226009369,35.9931983948
786,1154.0,3486.0,3486.0,Benina International Airport,Benghazi,Libya,BEN,32.096801757799994,20.2695007324
787,3410.0,5875.5,5418.5,Borg El Arab International Airport,Alexandria,Egypt,HBE,30.91769981384277,29.696399688720703
788,295.0,1129.0,1142.0,Sfax Thyna International Airport,Sfax,Tunisia,SFA,34.71799850463867,10.690999984741213
789,1157.0,7332.75,7519.75,Tripoli International Airport,Tripoli,Libya,TIP,32.6635017395,13.159000396700002
790,6839.0,0.0,0.0,Allakaket Airport,Allakaket,United States,AET,66.5518035889,-152.621994019
791,6712.0,0.0,0.0,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,68.13359833,-151.7429962
792,6729.0,0.0,0.0,Arctic Village Airport,Arctic Village,United States,ARC,68.1147,-145.578995
793,3417.0,0.0,0.0,Bettles Airport,Bettles,United States,BTT,66.91390228,-151.529007
794,7107.0,0.0,0.0,Hughes Airport,Hughes,United States,HUS,66.04109955,-154.26300049999998
795,7114.0,0.0,0.0,Venetie Airport,Venetie,United States,VEE,67.0086975098,-146.365997314
796,6352.0,1028.0,1028.0,Changde Airport,Changde,China,CGD,28.9188995361,111.63999939
797,5996.0,431.0,281.0,Saga Airport,Saga,Japan,HSG,33.149700164799995,130.302001953
798,2281.0,654.0,654.0,Hyakuri Airport,Ibaraki,Japan,IBR,36.181098938000005,140.414993286
799,2264.0,11734.166666666666,11608.166666666666,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,22.57710075378418,120.3499984741211
800,4148.0,1212.0,1212.0,Luoyang Airport,Luoyang,China,LYA,34.741100311299995,112.38800048799999
801,2337.0,1518.6666666666665,1518.6666666666665,Takamatsu Airport,Takamatsu,Japan,TAK,34.214199066199996,134.01600647
802,9846.0,1927.0,1927.0,Zunyi Xinzhou Airport,Zunyi,China,ZYI,27.5895,107.0007
803,4039.0,348.0,348.0,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,42.234901428222656,-85.5521011352539
804,3578.0,1289.0,1455.0,Lovell Field,Chattanooga,United States,CHA,35.03530120849609,-85.20379638671875
805,4285.0,528.0,1099.0,Yeager Airport,Charleston,United States,CRW,38.37310028076172,-81.59320068359375
806,3488.0,7246.25,7269.083333333333,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.0488014221,-84.6678009033
807,3645.0,31328.638888888883,31046.475,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.212398529052734,-83.35340118408203
808,4018.0,532.0,532.0,Evansville Regional Airport,Evansville,United States,EVV,38.0369987488,-87.53240203860001
809,4041.0,1485.0,1485.0,Fort Wayne International Airport,Fort Wayne,United States,FWA,40.97850037,-85.19509888
810,3442.0,564.0,564.0,Grand Forks International Airport,Grand Forks,United States,GFK,47.949298999999996,-97.176102
811,4008.0,2054.7761904761905,2314.7761904761905,Piedmont Triad International Airport,Greensboro,United States,GSO,36.097801208496094,-79.93730163574219
812,4034.0,2748.1333333333337,2762.7333333333336,Greenville Spartanburg International Airport,Greenville,United States,GSP,34.895698547399995,-82.2189025879
813,3544.0,748.0,748.0,Capital City Airport,Lansing,United States,LAN,42.77870178222656,-84.58740234375
814,4017.0,1697.3333333333335,1794.3333333333333,Blue Grass Airport,Lexington KY,United States,LEX,38.0364990234375,-84.60590362548828
815,3697.0,15366.516666666666,15408.469047619048,La Guardia Airport,New York,United States,LGA,40.77719879,-73.87259674
816,4128.0,355.0,355.0,MBS International Airport,Saginaw,United States,MBS,43.532901763916016,-84.07959747314453
817,3542.0,1754.0,1795.0,Harrisburg International Airport,Harrisburg,United States,MDT,40.1935005188,-76.7633972168
818,3473.0,5592.333333333334,5353.333333333333,Memphis International Airport,Memphis,United States,MEM,35.04240036010742,-89.97669982910156
819,3858.0,28508.091666666664,27221.75555555555,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,44.882,-93.221802
820,3861.0,15580.766666666666,15503.79523809524,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,29.99340057373047,-90.25800323486328
821,4016.0,1126.0,1174.3333333333335,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,37.3255,-79.975403
822,3745.0,2087.8333333333335,2112.4666666666667,Syracuse Hancock International Airport,Syracuse,United States,SYR,43.11119842529297,-76.1063003540039
823,3676.0,2465.166666666667,2432.166666666667,McGhee Tyson Airport,Knoxville,United States,TYS,35.81100082,-83.99400329999999
824,4356.0,1944.3333333333333,1978.6666666666667,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,36.281898,-94.30680100000001
825,3517.0,18.0,18.0,Nantucket Memorial Airport,Nantucket,United States,ACK,41.25310135,-70.06020355
826,3864.0,3164.133333333333,2973.9666666666667,Albany International Airport,Albany,United States,ALB,42.74829864501953,-73.80169677734375
827,3701.0,0.0,0.0,Augusta State Airport,Augusta,United States,AUG,44.320598602299995,-69.7973022461
828,2900.0,149.0,149.0,Clayton J Lloyd International Airport,The Valley,Anguilla,AXA,18.2048,-63.055099
829,4025.0,0.0,0.0,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,44.45000076,-68.36150359999999
830,4021.0,809.3333333333333,809.3333333333333,Billings Logan International Airport,Billings,United States,BIL,45.807701110839844,-108.54299926757812
831,3448.0,32576.242857142854,32421.666666666668,General Edward Lawrence Logan International Airport,Boston,United States,BOS,42.36429977,-71.00520325
832,5728.0,0.0,0.0,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,37.22529983520508,-89.57080078125
833,6814.0,8.0,8.0,Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,CPX,18.313289,-65.304324
834,2903.0,190.0,190.0,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,EIS,18.444799423217773,-64.54299926757811
835,5737.0,0.0,0.0,New Bedford Regional Airport,New Bedford,United States,EWB,41.67610168457031,-70.95690155029297
836,7070.0,0.0,0.0,Dawson Community Airport,Glendive,United States,GDV,47.13869858,-104.8069992
837,5739.0,0.0,0.0,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,48.212502,-106.614998
838,3589.0,1402.0,1392.0,Westchester County Airport,White Plains,United States,HPN,41.06700134277344,-73.70760345458984
839,3604.0,0.0,0.0,Havre City County Airport,Havre,United States,HVR,48.54299927,-109.762001
840,4278.0,0.0,0.0,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,41.66930008,-70.28040314
841,5744.0,0.0,0.0,Kirksville Regional Airport,Kirksville,United States,IRK,40.09349822998047,-92.5448989868164
