,Airline,Airline_ID,S_Port,S_ID,D_Port,D_ID,Codeshare,Stops,Equipment,Active
0,2B,410.0,AER,2965,KZN,2990,,0,CR2,Y
1,2B,410.0,ASF,2966,KZN,2990,,0,CR2,Y
2,2B,410.0,ASF,2966,MRV,2962,,0,CR2,Y
3,2B,410.0,CEK,2968,KZN,2990,,0,CR2,Y
4,2B,410.0,CEK,2968,OVB,4078,,0,CR2,Y
5,2B,410.0,DME,4029,KZN,2990,,0,CR2,Y
6,2B,410.0,DME,4029,NBC,6969,,0,CR2,Y
7,2B,410.0,DME,4029,TGK,\N,,0,CR2,Y
8,2B,410.0,DME,4029,UUA,6160,,0,CR2,Y
9,2B,410.0,EGO,6156,KGD,2952,,0,CR2,Y
10,2B,410.0,EGO,6156,KZN,2990,,0,CR2,Y
11,2B,410.0,GYD,2922,NBC,6969,,0,CR2,Y
12,2B,410.0,KGD,2952,EGO,6156,,0,CR2,Y
13,2B,410.0,KZN,2990,AER,2965,,0,CR2,Y
14,2B,410.0,KZN,2990,ASF,2966,,0,CR2,Y
15,2B,410.0,KZN,2990,CEK,2968,,0,CR2,Y
16,2B,410.0,KZN,2990,DME,4029,,0,CR2,Y
17,2B,410.0,KZN,2990,EGO,6156,,0,CR2,Y
18,2B,410.0,KZN,2990,LED,2948,,0,CR2,Y
19,2B,410.0,KZN,2990,SVX,2975,,0,CR2,Y
20,2B,410.0,LED,2948,KZN,2990,,0,CR2,Y
21,2B,410.0,LED,2948,NBC,6969,,0,CR2,Y
22,2B,410.0,LED,2948,UUA,6160,,0,CR2,Y
23,2B,410.0,MRV,2962,ASF,2966,,0,CR2,Y
24,2B,410.0,NBC,6969,DME,4029,,0,CR2,Y
25,2B,410.0,NBC,6969,GYD,2922,,0,CR2,Y
26,2B,410.0,NBC,6969,LED,2948,,0,CR2,Y
27,2B,410.0,NBC,6969,SVX,2975,,0,CR2,Y
28,2B,410.0,NJC,2972,SVX,2975,,0,CR2,Y
29,2B,410.0,NJC,2972,UUA,6160,,0,CR2,Y
30,2B,410.0,NUX,4364,SVX,2975,,0,CR2,Y
31,2B,410.0,OVB,4078,CEK,2968,,0,CR2,Y
32,2B,410.0,OVB,4078,SVX,2975,,0,CR2,Y
33,2B,410.0,SVX,2975,KZN,2990,,0,CR2,Y
34,2B,410.0,SVX,2975,NBC,6969,,0,CR2,Y
35,2B,410.0,SVX,2975,NJC,2972,,0,CR2,Y
36,2B,410.0,SVX,2975,NUX,4364,,0,CR2,Y
37,2B,410.0,SVX,2975,OVB,4078,,0,CR2,Y
38,2B,410.0,TGK,\N,DME,4029,,0,CR2,Y
39,2B,410.0,UUA,6160,DME,4029,,0,CR2,Y
40,2B,410.0,UUA,6160,LED,2948,,0,CR2,Y
41,2B,410.0,UUA,6160,NJC,2972,,0,CR2,Y
63,2I,8359.0,AYP,2786,LIM,2789,,0,142,Y
64,2I,8359.0,CUZ,2812,LIM,2789,,0,142 141,Y
65,2I,8359.0,CUZ,2812,PEM,2808,,0,142,Y
66,2I,8359.0,HUU,6067,LIM,2789,,0,141,Y
67,2I,8359.0,IQT,2801,PCL,2781,,0,143,Y
68,2I,8359.0,IQT,2801,TPP,2806,,0,142,Y
69,2I,8359.0,LIM,2789,AYP,2786,,0,142,Y
70,2I,8359.0,LIM,2789,CUZ,2812,,0,142 141,Y
71,2I,8359.0,LIM,2789,HUU,6067,,0,141,Y
72,2I,8359.0,LIM,2789,PCL,2781,,0,143 146,Y
73,2I,8359.0,LIM,2789,TPP,2806,,0,142 146,Y
74,2I,8359.0,PCL,2781,IQT,2801,,0,143,Y
75,2I,8359.0,PCL,2781,LIM,2789,,0,143 146,Y
76,2I,8359.0,PCL,2781,TPP,2806,,0,146,Y
77,2I,8359.0,PEM,2808,CUZ,2812,,0,142,Y
78,2I,8359.0,TPP,2806,IQT,2801,,0,142,Y
79,2I,8359.0,TPP,2806,LIM,2789,,0,142 146,Y
80,2I,8359.0,TPP,2806,PCL,2781,,0,146,Y
81,2J,470.0,ABJ,253,BOY,247,,0,CRJ,Y
82,2J,470.0,ABJ,253,OUA,246,,0,E70 CRJ M87,Y
83,2J,470.0,ACC,248,OUA,246,,0,CRJ,Y
84,2J,470.0,BKO,1044,ABJ,253,,0,M87,Y
85,2J,470.0,BKO,1044,DKR,1084,,0,M87,Y
86,2J,470.0,BKO,1044,OUA,246,,0,CRJ,Y
87,2J,470.0,BOY,247,ABJ,253,,0,CRJ,Y
88,2J,470.0,BOY,247,OUA,246,,0,CRJ,Y
89,2J,470.0,COO,245,LFW,298,,0,M87,Y
90,2J,470.0,COO,245,OUA,246,,0,M87,Y
91,2J,470.0,DKR,1084,BKO,1044,,0,M87,Y
92,2J,470.0,DKR,1084,OUA,246,,0,M87,Y
93,2J,470.0,LFW,298,OUA,246,,0,M87 CRJ,Y
94,2J,470.0,NIM,280,OUA,246,,0,CRJ,Y
95,2J,470.0,OUA,246,ABJ,253,,0,E70 CRJ M87,Y
96,2J,470.0,OUA,246,ACC,248,,0,CRJ,Y
97,2J,470.0,OUA,246,BKO,1044,,0,M87 CRJ,Y
98,2J,470.0,OUA,246,BOY,247,,0,CRJ,Y
99,2J,470.0,OUA,246,COO,245,,0,M87,Y
100,2J,470.0,OUA,246,DKR,1084,,0,M87,Y
101,2J,470.0,OUA,246,LFW,298,,0,CRJ,Y
102,2J,470.0,OUA,246,NIM,280,,0,CRJ,Y
103,2K,1338.0,BOG,2709,GYE,2673,,0,319,Y
104,2K,1338.0,BOG,2709,UIO,2688,,0,319 320,Y
105,2K,1338.0,CLO,2715,GYE,2673,,0,319,Y
106,2K,1338.0,GYE,2673,BOG,2709,,0,319,Y
107,2K,1338.0,GYE,2673,CLO,2715,,0,319,Y
108,2K,1338.0,GYE,2673,SCY,6045,,0,319 320,Y
109,2K,1338.0,GYE,2673,UIO,2688,,0,320 319,Y
110,2K,1338.0,OCC,2670,UIO,2688,,0,319,Y
111,2K,1338.0,SCY,6045,GYE,2673,,0,319 320,Y
112,2K,1338.0,UIO,2688,BOG,2709,,0,319 320,Y
113,2K,1338.0,UIO,2688,GYE,2673,,0,319,Y
114,2K,1338.0,UIO,2688,OCC,2670,,0,319,Y
115,2L,2750.0,BDS,1506,ZRH,1678,,0,100,Y
116,2L,2750.0,BOD,1264,ZRH,1678,,0,100,Y
117,2L,2750.0,BRS,490,ZRH,1678,,0,100,Y
118,2L,2750.0,GVA,1665,LPA,1054,,0,319,Y
119,2L,2750.0,LCA,1197,ZRH,1678,,0,319,Y
120,2L,2750.0,LPA,1054,ZRH,1678,,0,319,Y
121,2L,2750.0,RMF,4197,ZRH,1678,,0,319,Y
122,2L,2750.0,TFS,1056,GVA,1665,,0,319,Y
123,2L,2750.0,ZRH,1678,BDS,1506,,0,100,Y
124,2L,2750.0,ZRH,1678,BOD,1264,,0,100,Y
125,2L,2750.0,ZRH,1678,BRS,490,,0,100,Y
126,2L,2750.0,ZRH,1678,LCA,1197,,0,319,Y
127,2L,2750.0,ZRH,1678,LPA,1054,,0,319,Y
128,2L,2750.0,ZRH,1678,RMF,4197,,0,319,Y
129,2N,3652.0,AJR,730,LYC,719,,0,ATP,Y
130,2N,3652.0,ARN,737,GEV,715,,0,ATP,Y
131,2N,3652.0,ARN,737,HAD,709,,0,SF3,Y
132,2N,3652.0,ARN,737,JKG,688,,0,ATP SF3,Y
133,2N,3652.0,ARN,737,KRF,718,,0,ATP,Y
134,2N,3652.0,ARN,737,KSD,5595,,0,SF3,Y
135,2N,3652.0,ARN,737,LYC,719,,0,ATP,Y
136,2N,3652.0,ARN,737,MHQ,442,,0,SF3,Y
137,2N,3652.0,ARN,737,OER,722,,0,ATR,Y
138,2N,3652.0,ARN,737,POR,448,,0,SF3,Y
139,2N,3652.0,ARN,737,TRF,664,,0,SF3,Y
140,2N,3652.0,ARN,737,VBY,746,,0,SF3 ATP,Y
141,2N,3652.0,ARN,737,VHM,729,,0,SF3,Y
142,2N,3652.0,ARN,737,VXO,711,,0,SF3,Y
143,2N,3652.0,GEV,715,ARN,737,,0,ATP,Y
144,2N,3652.0,GEV,715,KRF,718,,0,ATP,Y
145,2N,3652.0,HAD,709,ARN,737,,0,SF3 ATP,Y
146,2N,3652.0,HAD,709,JKG,688,,0,ATP SF3,Y
147,2N,3652.0,HAD,709,VXO,711,,0,SF3,Y
148,2N,3652.0,HMV,5599,VHM,729,,0,SF3,Y
149,2N,3652.0,JKG,688,ARN,737,,0,ATP SF3,Y
150,2N,3652.0,JKG,688,HAD,709,,0,ATP SF3,Y
151,2N,3652.0,KOK,435,POR,448,,0,SF3,Y
152,2N,3652.0,KRF,718,ARN,737,,0,ATP,Y
153,2N,3652.0,KRF,718,GEV,715,,0,ATP,Y
154,2N,3652.0,KSD,5595,ARN,737,,0,SF3,Y
155,2N,3652.0,LYC,719,AJR,730,,0,ATP,Y
156,2N,3652.0,LYC,719,ARN,737,,0,ATP,Y
157,2N,3652.0,MHQ,442,ARN,737,,0,SF3,Y
158,2N,3652.0,MHQ,442,TKU,460,,0,SF3,Y
159,2N,3652.0,OER,722,ARN,737,,0,ATR,Y
160,2N,3652.0,OSL,644,VXO,711,,0,SF3,Y
161,2N,3652.0,POR,448,ARN,737,,0,SF3,Y
162,2N,3652.0,POR,448,KOK,435,,0,SF3,Y
163,2N,3652.0,TKU,460,MHQ,442,,0,SF3,Y
164,2N,3652.0,TRF,664,ARN,737,,0,SF3,Y
165,2N,3652.0,VBY,746,ARN,737,,0,SF3 ATP,Y
166,2N,3652.0,VHM,729,ARN,737,,0,SF3,Y
167,2N,3652.0,VHM,729,HMV,5599,,0,SF3,Y
168,2N,3652.0,VXO,711,ARN,737,,0,SF3,Y
169,2N,3652.0,VXO,711,OSL,644,,0,SF3,Y
170,2O,146.0,ADQ,3531,AOS,7167,,0,BNI,Y
171,2O,146.0,ADQ,3531,KKB,7168,,0,BNI,Y
172,2O,146.0,ADQ,3531,KLN,7162,,0,BNI,Y
173,2O,146.0,ADQ,3531,KOZ,7164,,0,BNI,Y
174,2O,146.0,ADQ,3531,OLH,7163,,0,BNI,Y
175,2O,146.0,AOS,7167,KZB,7176,,0,BNI,Y
176,2O,146.0,KKB,7168,SYB,7173,,0,BNI,Y
177,2O,146.0,KLN,7162,KYK,7161,,0,BNI,Y
178,2O,146.0,KOZ,7164,ORI,7165,,0,BNI,Y
179,2O,146.0,SYB,7173,KPR,7172,,0,BNI,Y
180,2P,897.0,BSO,6019,MNL,2397,,0,DH4,Y
181,2P,897.0,BXU,4200,MNL,2397,,0,320,Y
182,2P,897.0,CBO,2399,MNL,2397,,0,320,Y
183,2P,897.0,CGY,2400,MNL,2397,,0,320,Y
184,2P,897.0,CRM,6024,MNL,2397,,0,DH4,Y
185,2P,897.0,DGT,2425,MNL,2397,,0,320,Y
186,2P,897.0,DWC,8076,MNL,2397,,0,330,Y
187,2P,897.0,GES,2402,MNL,2397,Y,0,320,Y
188,2P,897.0,KLO,2430,MNL,2397,,0,320,Y
189,2P,897.0,LGP,4203,MNL,2397,,0,320,Y
190,2P,897.0,MNL,2397,BSO,6019,,0,DH4,Y
191,2P,897.0,MNL,2397,BXU,4200,,0,320,Y
192,2P,897.0,MNL,2397,CBO,2399,,0,320,Y
193,2P,897.0,MNL,2397,CGY,2400,,0,320,Y
194,2P,897.0,MNL,2397,CRM,6024,,0,DH4,Y
195,2P,897.0,MNL,2397,DGT,2425,,0,320,Y
196,2P,897.0,MNL,2397,DWC,8076,,0,330,Y
197,2P,897.0,MNL,2397,GES,2402,Y,0,320,Y
198,2P,897.0,MNL,2397,KLO,2430,,0,320,Y
199,2P,897.0,MNL,2397,LGP,4203,,0,320,Y
200,2P,897.0,MNL,2397,MPH,2426,,0,DH3,Y
201,2P,897.0,MNL,2397,OZC,4204,,0,320,Y
202,2P,897.0,MNL,2397,PPS,2433,,0,320,Y
203,2P,897.0,MNL,2397,RXS,6026,,0,320,Y
204,2P,897.0,MNL,2397,SUG,6016,,0,DH4,Y
205,2P,897.0,MNL,2397,TUG,6021,,0,DH4,Y
206,2P,897.0,MNL,2397,ZAM,2404,,0,320,Y
207,2P,897.0,MPH,2426,MNL,2397,,0,DH3,Y
208,2P,897.0,OZC,4204,MNL,2397,,0,320,Y
209,2P,897.0,PPS,2433,MNL,2397,,0,320,Y
210,2P,897.0,RXS,6026,MNL,2397,,0,320,Y
211,2P,897.0,SUG,6016,MNL,2397,,0,DH4,Y
212,2P,897.0,TUG,6021,MNL,2397,,0,DH4,Y
213,2P,897.0,ZAM,2404,MNL,2397,,0,320,Y
260,3E,10739.0,BRL,5726,ORD,3830,,0,CNC,Y
261,3E,10739.0,BRL,5726,STL,3678,,0,CNC,Y
262,3E,10739.0,DEC,4042,ORD,3830,,0,CNC,Y
263,3E,10739.0,DEC,4042,STL,3678,,0,CNC,Y
264,3E,10739.0,JBR,3591,STL,3678,,0,CNC,Y
265,3E,10739.0,ORD,3830,BRL,5726,,0,CNC,Y
266,3E,10739.0,ORD,3830,DEC,4042,,0,CNC,Y
267,3E,10739.0,STL,3678,BRL,5726,,0,CNC,Y
268,3E,10739.0,STL,3678,DEC,4042,,0,CNC,Y
269,3E,10739.0,STL,3678,JBR,3591,,0,CNC,Y
270,3F,16262.0,CGA,7144,HYL,7145,,0,DHP,Y
271,3F,16262.0,CGA,7144,KTN,3808,,0,DHP,Y
272,3F,16262.0,HYL,7145,CGA,7144,,0,DHP,Y
273,3F,16262.0,HYL,7145,KTB,7147,,0,DHP,Y
274,3F,16262.0,HYL,7145,KTN,3808,,0,DHP,Y
275,3F,16262.0,KTB,7147,HYL,7145,,0,DHP,Y
276,3F,16262.0,KTB,7147,KTN,3808,,0,DHP,Y
277,3F,16262.0,KTN,3808,CGA,7144,,0,DHP,Y
278,3F,16262.0,KTN,3808,HYL,7145,,0,DHP,Y
279,3F,16262.0,KTN,3808,KTB,7147,,0,DHP,Y
280,3F,16262.0,KTN,3808,MTM,7146,,0,DHP,Y
281,3F,16262.0,MTM,7146,KTN,3808,,0,DHP,Y
282,3G,595.0,ACC,248,DKR,1084,,0,319,Y
283,3G,595.0,ACC,248,LOS,273,,0,319,Y
284,3G,595.0,ACC,248,ROB,1063,,0,319,Y
285,3G,595.0,BCN,1218,BJL,1050,,0,319,Y
286,3G,595.0,BJL,1050,BCN,1218,,0,319,Y
287,3G,595.0,BJL,1050,DKR,1084,,0,319,Y
288,3G,595.0,BJL,1050,FNA,1059,,0,319,Y
289,3G,595.0,CKY,4162,OXB,5665,,0,319,Y
290,3G,595.0,DKR,1084,ACC,248,,0,319,Y
291,3G,595.0,DKR,1084,BJL,1050,,0,319,Y
292,3G,595.0,DKR,1084,DLA,897,,0,319,Y
293,3G,595.0,DKR,1084,FNA,1059,,0,319,Y
294,3G,595.0,DKR,1084,LOS,273,,0,319,Y
295,3G,595.0,DKR,1084,OXB,5665,,0,319,Y
296,3G,595.0,DLA,897,DKR,1084,,0,319,Y
297,3G,595.0,DLA,897,LOS,273,,0,319,Y
298,3G,595.0,FNA,1059,BJL,1050,,0,319,Y
299,3G,595.0,FNA,1059,DKR,1084,,0,319,Y
300,3G,595.0,FNA,1059,LGW,502,,0,319,Y
301,3G,595.0,FNA,1059,ROB,1063,,0,319,Y
302,3G,595.0,LGW,502,FNA,1059,,0,319,Y
303,3G,595.0,LOS,273,ACC,248,,0,319,Y
304,3G,595.0,LOS,273,DKR,1084,,0,319,Y
305,3G,595.0,LOS,273,DLA,897,,0,319,Y
306,3G,595.0,LOS,273,ROB,1063,,0,319,Y
307,3G,595.0,OXB,5665,CKY,4162,,0,319,Y
308,3G,595.0,OXB,5665,DKR,1084,,0,319,Y
309,3G,595.0,ROB,1063,ACC,248,,0,319,Y
310,3G,595.0,ROB,1063,FNA,1059,,0,319,Y
311,3G,595.0,ROB,1063,LOS,273,,0,319,Y
317,3K,3021.0,BKK,3885,SIN,3316,,0,320,Y
318,3K,3021.0,DRW,3999,SIN,3316,,0,320,Y
319,3K,3021.0,HAK,4120,SIN,3316,,0,320,Y
320,3K,3021.0,HGH,3386,SIN,3316,,0,320,Y
321,3K,3021.0,HKG,3077,SIN,3316,,0,320,Y
322,3K,3021.0,HKT,3179,SIN,3316,,0,320,Y
323,3K,3021.0,KIX,3992,MNL,2397,,0,320,Y
324,3K,3021.0,KIX,3992,TPE,2276,,0,320,Y
325,3K,3021.0,KUL,3304,SIN,3316,,0,320,Y
326,3K,3021.0,MNL,2397,KIX,3992,,0,320,Y
327,3K,3021.0,MNL,2397,SIN,3316,,0,320,Y
328,3K,3021.0,PEN,3308,SIN,3316,,0,320,Y
329,3K,3021.0,PER,3351,SIN,3316,,0,320,Y
330,3K,3021.0,PNH,3034,SIN,3316,,0,320,Y
331,3K,3021.0,REP,3035,SIN,3316,,0,320,Y
332,3K,3021.0,RGN,3239,SIN,3316,,0,320,Y
333,3K,3021.0,SGN,3205,SIN,3316,,0,320,Y
334,3K,3021.0,SIN,3316,BKK,3885,,0,320,Y
335,3K,3021.0,SIN,3316,DRW,3999,,0,320,Y
336,3K,3021.0,SIN,3316,HAK,4120,,0,320,Y
337,3K,3021.0,SIN,3316,HGH,3386,,0,320,Y
338,3K,3021.0,SIN,3316,HKG,3077,,0,320,Y
339,3K,3021.0,SIN,3316,HKT,3179,,0,320,Y
340,3K,3021.0,SIN,3316,KUL,3304,,0,320,Y
341,3K,3021.0,SIN,3316,MNL,2397,,0,320,Y
342,3K,3021.0,SIN,3316,PEN,3308,,0,320,Y
343,3K,3021.0,SIN,3316,PER,3351,,0,320,Y
344,3K,3021.0,SIN,3316,PNH,3034,,0,320,Y
345,3K,3021.0,SIN,3316,REP,3035,,0,320,Y
346,3K,3021.0,SIN,3316,RGN,3239,,0,320,Y
347,3K,3021.0,SIN,3316,SGN,3205,,0,320,Y
348,3K,3021.0,SIN,3316,SWA,4302,,0,320,Y
349,3K,3021.0,SIN,3316,TPE,2276,,0,320,Y
350,3K,3021.0,SWA,4302,SIN,3316,,0,320,Y
351,3K,3021.0,TPE,2276,KIX,3992,,0,320,Y
352,3K,3021.0,TPE,2276,SIN,3316,,0,320,Y
353,3L,2916.0,ACH,1679,EBA,1558,,0,DH3,Y
354,3L,2916.0,DRS,338,ZRH,1678,,0,DH3,Y
355,3L,2916.0,DUS,345,FDH,382,,0,DH3,Y
356,3L,2916.0,EBA,1558,ACH,1679,,0,DH3,Y
357,3L,2916.0,EBA,1558,FDH,382,,0,DH3,Y
358,3L,2916.0,EBA,1558,MUC,346,,0,DH3,Y
359,3L,2916.0,EBA,1558,ZRH,1678,,0,DH3,Y
360,3L,2916.0,FDH,382,DUS,345,,0,DH3,Y
361,3L,2916.0,FDH,382,EBA,1558,,0,DH3,Y
362,3L,2916.0,FDH,382,HAM,342,,0,AT7,Y
363,3L,2916.0,FDH,382,OLB,1520,,0,AT7,Y
364,3L,2916.0,FDH,382,TXL,351,,0,AT7,Y
365,3L,2916.0,FDH,382,ZAD,1209,,0,AT7,Y
366,3L,2916.0,FMM,3986,NAP,1561,,0,AT7,Y
367,3L,2916.0,GRZ,1609,ZRH,1678,,0,DH3,Y
368,3L,2916.0,HAM,342,FDH,382,,0,AT7,Y
369,3L,2916.0,MUC,346,EBA,1558,,0,DH3,Y
370,3L,2916.0,NAP,1561,FMM,3986,,0,AT7,Y
371,3L,2916.0,OLB,1520,FDH,382,,0,AT7,Y
372,3L,2916.0,SZG,1612,ZRH,1678,,0,DH3,Y
373,3L,2916.0,TXL,351,FDH,382,,0,AT7,Y
374,3L,2916.0,ZAD,1209,FDH,382,,0,AT7,Y
375,3L,2916.0,ZRH,1678,DRS,338,,0,DH3,Y
376,3L,2916.0,ZRH,1678,EBA,1558,,0,DH3,Y
377,3L,2916.0,ZRH,1678,GRZ,1609,,0,DH3,Y
378,3L,2916.0,ZRH,1678,SZG,1612,,0,DH3,Y
379,3M,20710.0,ATL,3682,LWB,6958,,0,SF3,Y
380,3M,20710.0,ATL,3682,MCN,3754,,0,SF3,Y
381,3M,20710.0,ATL,3682,MEI,4335,,0,SF3,Y
382,3M,20710.0,ATL,3682,MSL,5756,,0,SF3,Y
383,3M,20710.0,ATL,3682,PIB,5759,,0,SF3,Y
384,3M,20710.0,ATL,3682,TUP,5773,,0,SF3,Y
385,3M,20710.0,BIM,1937,FLL,3533,,0,SF3,Y
386,3M,20710.0,ELH,1943,FLL,3533,,0,SF3,Y
387,3M,20710.0,ELH,1943,PBI,3722,,0,SF3,Y
388,3M,20710.0,EYW,3875,FLL,3533,,0,SF3,Y
389,3M,20710.0,EYW,3875,RSW,3793,,0,SF3,Y
390,3M,20710.0,EYW,3875,TPA,3646,,0,SF3,Y
391,3M,20710.0,FLL,3533,BIM,1937,,0,SF3,Y
392,3M,20710.0,FLL,3533,ELH,1943,,0,SF3,Y
393,3M,20710.0,FLL,3533,EYW,3875,,0,SF3,Y
394,3M,20710.0,FLL,3533,FPO,1948,,0,SF3,Y
395,3M,20710.0,FLL,3533,GGT,1941,,0,SF3,Y
396,3M,20710.0,FLL,3533,GHB,1944,,0,SF3,Y
397,3M,20710.0,FLL,3533,MCO,3878,,0,SF3,Y
398,3M,20710.0,FLL,3533,MHH,1930,,0,SF3,Y
399,3M,20710.0,FLL,3533,TCB,1934,,0,SF3,Y
400,3M,20710.0,FLL,3533,TPA,3646,,0,SF3,Y
401,3M,20710.0,FPO,1948,FLL,3533,,0,SF3,Y
402,3M,20710.0,GGT,1941,FLL,3533,,0,SF3,Y
403,3M,20710.0,GGT,1941,GHB,1944,,0,SF3,Y
404,3M,20710.0,GHB,1944,FLL,3533,,0,SF3,Y
405,3M,20710.0,GLH,6130,TUP,5773,,0,SF3,Y
406,3M,20710.0,GNV,3472,MCO,3878,,0,SF3,Y
407,3M,20710.0,GNV,3472,TPA,3646,,0,SF3,Y
408,3M,20710.0,JAX,3712,MHH,1930,,0,SF3,Y
409,3M,20710.0,JAX,3712,TPA,3646,,0,SF3,Y
410,3M,20710.0,LWB,6958,ATL,3682,,0,SF3,Y
411,3M,20710.0,MCN,3754,ATL,3682,,0,SF3,Y
412,3M,20710.0,MCN,3754,MCO,3878,,0,SF3,Y
413,3M,20710.0,MCO,3878,FLL,3533,,0,SF3,Y
414,3M,20710.0,MCO,3878,GNV,3472,,0,SF3,Y
415,3M,20710.0,MCO,3878,MCN,3754,,0,SF3,Y
416,3M,20710.0,MCO,3878,MHH,1930,,0,SF3,Y
417,3M,20710.0,MCO,3878,PNS,3564,,0,SF3,Y
418,3M,20710.0,MCO,3878,RSW,3793,,0,SF3,Y
419,3M,20710.0,MCO,3878,TLH,3698,,0,SF3,Y
420,3M,20710.0,MEI,4335,ATL,3682,,0,SF3,Y
421,3M,20710.0,MHH,1930,FLL,3533,,0,SF3,Y
422,3M,20710.0,MHH,1930,JAX,3712,,0,SF3,Y
423,3M,20710.0,MHH,1930,MCO,3878,,0,SF3,Y
424,3M,20710.0,MHH,1930,PBI,3722,,0,SF3,Y
425,3M,20710.0,MSL,5756,ATL,3682,,0,SF3,Y
426,3M,20710.0,PBI,3722,ELH,1943,,0,SF3,Y
427,3M,20710.0,PBI,3722,MHH,1930,,0,SF3,Y
428,3M,20710.0,PBI,3722,TPA,3646,,0,SF3,Y
429,3M,20710.0,PIB,5759,ATL,3682,,0,SF3 ,Y
430,3M,20710.0,PNS,3564,MCO,3878,,0,SF3,Y
431,3M,20710.0,PNS,3564,TPA,3646,,0,SF3,Y
432,3M,20710.0,RSW,3793,EYW,3875,,0,SF3,Y
433,3M,20710.0,RSW,3793,MCO,3878,,0,SF3,Y
434,3M,20710.0,TCB,1934,FLL,3533,,0,SF3,Y
435,3M,20710.0,TLH,3698,MCO,3878,,0,SF3,Y
436,3M,20710.0,TLH,3698,TPA,3646,,0,SF3,Y
437,3M,20710.0,TPA,3646,EYW,3875,,0,SF3,Y
438,3M,20710.0,TPA,3646,FLL,3533,,0,SF3,Y
439,3M,20710.0,TPA,3646,GNV,3472,,0,SF3,Y
440,3M,20710.0,TPA,3646,JAX,3712,,0,SF3,Y
441,3M,20710.0,TPA,3646,PBI,3722,,0,SF3,Y
442,3M,20710.0,TPA,3646,PNS,3564,,0,SF3,Y
443,3M,20710.0,TPA,3646,TLH,3698,,0,SF3,Y
444,3M,20710.0,TUP,5773,ATL,3682,,0,SF3 ,Y
445,3M,20710.0,TUP,5773,GLH,6130,,0,SF3,Y
446,3O,9818.0,AMS,580,NDR,5673,,0,320,Y
447,3O,9818.0,AMS,580,TNG,1080,,0,320,Y
448,3O,9818.0,BCN,1218,CMN,1074,,0,320,Y
449,3O,9818.0,BCN,1218,NDR,5673,,0,320,Y
450,3O,9818.0,BCN,1218,TNG,1080,,0,320,Y
451,3O,9818.0,BGY,1525,CMN,1074,,0,320,Y
452,3O,9818.0,BLQ,1538,CMN,1074,,0,320,Y
453,3O,9818.0,BRU,302,CMN,1074,,0,320,Y
454,3O,9818.0,BRU,302,NDR,5673,,0,320,Y
455,3O,9818.0,BRU,302,TNG,1080,,0,320,Y
456,3O,9818.0,CGN,344,NDR,5673,,0,320,Y
457,3O,9818.0,CMN,1074,BCN,1218,,0,320,Y
458,3O,9818.0,CMN,1074,BGY,1525,,0,320,Y
459,3O,9818.0,CMN,1074,BLQ,1538,,0,320,Y
460,3O,9818.0,CMN,1074,BRU,302,,0,320,Y
461,3O,9818.0,CMN,1074,CUF,1534,,0,320,Y
462,3O,9818.0,CMN,1074,LGW,502,,0,320,Y
463,3O,9818.0,CMN,1074,LYS,1335,,0,320,Y
464,3O,9818.0,CMN,1074,MPL,1359,,0,320,Y
465,3O,9818.0,CMN,1074,SAW,4317,,0,320,Y
466,3O,9818.0,CMN,1074,TLS,1273,,0,320,Y
467,3O,9818.0,CMN,1074,TSF,1539,,0,320,Y
468,3O,9818.0,CUF,1534,CMN,1074,,0,320,Y
469,3O,9818.0,FEZ,1066,MPL,1359,,0,320,Y
470,3O,9818.0,LGW,502,CMN,1074,,0,320,Y
471,3O,9818.0,LGW,502,TNG,1080,,0,320,Y
472,3O,9818.0,LYS,1335,CMN,1074,,0,320,Y
473,3O,9818.0,MPL,1359,CMN,1074,,0,320,Y
474,3O,9818.0,MPL,1359,FEZ,1066,,0,320,Y
475,3O,9818.0,MPL,1359,NDR,5673,,0,320,Y
476,3O,9818.0,NDR,5673,AMS,580,,0,320,Y
477,3O,9818.0,NDR,5673,BCN,1218,,0,320,Y
478,3O,9818.0,NDR,5673,BRU,302,,0,320,Y
479,3O,9818.0,NDR,5673,CGN,344,,0,320,Y
480,3O,9818.0,NDR,5673,MPL,1359,,0,320,Y
481,3O,9818.0,NDR,5673,PMI,3998,,0,320,Y
482,3O,9818.0,PMI,3998,NDR,5673,,0,320,Y
483,3O,9818.0,SAW,4317,CMN,1074,,0,320,Y
484,3O,9818.0,TLS,1273,CMN,1074,,0,320,Y
485,3O,9818.0,TNG,1080,AMS,580,,0,320,Y
486,3O,9818.0,TNG,1080,BCN,1218,,0,320,Y
487,3O,9818.0,TNG,1080,BRU,302,,0,320,Y
488,3O,9818.0,TNG,1080,LGW,502,,0,320,Y
489,3O,9818.0,TSF,1539,CMN,1074,,0,320,Y
490,3P,5002.0,AUA,2895,LSP,2844,,0,SH6,Y
491,3P,5002.0,AUA,2895,MAR,2848,,0,SH6,Y
492,3P,5002.0,BON,2896,CUR,2897,,0,SH6,Y
493,3P,5002.0,CUR,2897,AUA,2895,,0,SH6,Y
494,3P,5002.0,LSP,2844,AUA,2895,,0,SH6,Y
495,3P,5002.0,MAR,2848,AUA,2895,,0,SH6,Y
496,3R,3545.0,ASF,2966,DME,4029,,0,SU9,Y
497,3R,3545.0,ASF,2966,LED,2948,,0,SU9,Y
498,3R,3545.0,BHK,2980,DME,4029,,0,734,Y
