,Airline,Airline_ID,S_Port,S_ID,D_Port,D_ID,Codeshare,Stops,Equipment,Active
2180,6E,2850.0,JAI,3098,BOM,2997,,0,320,Y
2181,6E,2850.0,JAI,3098,CCU,3043,,0,320,Y
2182,6E,2850.0,JAI,3098,HYD,\N,,0,320,Y
2183,6E,2850.0,KTM,3125,DEL,3093,,0,320,Y
2184,6E,2850.0,LKO,3105,BLR,3131,,0,320,Y
2185,6E,2850.0,LKO,3105,BOM,2997,,0,320,Y
2186,6E,2850.0,LKO,3105,DEL,3093,,0,320,Y
2187,6E,2850.0,LKO,3105,PAT,3061,,0,320,Y
2188,6E,2850.0,MAA,3144,AMD,2994,,0,320,Y
2189,6E,2850.0,MAA,3144,BLR,3131,,0,320,Y
2190,6E,2850.0,MAA,3144,BOM,2997,,0,320,Y
2191,6E,2850.0,MAA,3144,CCU,3043,,0,320,Y
2192,6E,2850.0,MAA,3144,CJB,3135,,0,320,Y
2193,6E,2850.0,MAA,3144,COK,3136,,0,320,Y
2194,6E,2850.0,MAA,3144,DEL,3093,,0,320,Y
2195,6E,2850.0,MAA,3144,DXB,2188,,0,320,Y
2196,6E,2850.0,MAA,3144,HYD,\N,,0,320,Y
2197,6E,2850.0,MAA,3144,PNQ,3017,,0,320,Y
2198,6E,2850.0,MAA,3144,SIN,3316,,0,320,Y
2199,6E,2850.0,MAA,3144,TRV,3153,,0,320,Y
2200,6E,2850.0,MAA,3144,VTZ,3066,,0,320,Y
2201,6E,2850.0,MCT,2194,BOM,2997,,0,320,Y
2202,6E,2850.0,NAG,3015,BLR,3131,,0,320,Y
2203,6E,2850.0,NAG,3015,BOM,2997,,0,320,Y
2204,6E,2850.0,NAG,3015,CCU,3043,,0,320,Y
2205,6E,2850.0,NAG,3015,DEL,3093,,0,320,Y
2206,6E,2850.0,NAG,3015,IDR,3008,,0,320,Y
2207,6E,2850.0,NAG,3015,PNQ,3017,,0,320,Y
2208,6E,2850.0,PAT,3061,CCU,3043,,0,320,Y
2209,6E,2850.0,PAT,3061,DEL,3093,,0,320,Y
2210,6E,2850.0,PAT,3061,IXR,3063,,0,320,Y
2211,6E,2850.0,PAT,3061,LKO,3105,,0,320,Y
2212,6E,2850.0,PNQ,3017,AMD,2994,,0,320,Y
2213,6E,2850.0,PNQ,3017,BLR,3131,,0,320,Y
2214,6E,2850.0,PNQ,3017,CCU,3043,,0,320,Y
2215,6E,2850.0,PNQ,3017,DEL,3093,,0,320,Y
2216,6E,2850.0,PNQ,3017,HYD,\N,,0,320,Y
2217,6E,2850.0,PNQ,3017,MAA,3144,,0,320,Y
2218,6E,2850.0,PNQ,3017,NAG,3015,,0,320,Y
2219,6E,2850.0,RPR,3020,CCU,3043,,0,320,Y
2220,6E,2850.0,RPR,3020,DEL,3093,,0,320,Y
2221,6E,2850.0,RPR,3020,HYD,\N,,0,320,Y
2222,6E,2850.0,RPR,3020,IDR,3008,,0,320,Y
2223,6E,2850.0,SIN,3316,MAA,3144,,0,320,Y
2224,6E,2850.0,SXR,3112,BOM,2997,,0,320,Y
2225,6E,2850.0,SXR,3112,DEL,3093,,0,320,Y
2226,6E,2850.0,SXR,3112,IXJ,3100,,0,320,Y
2227,6E,2850.0,TRV,3153,BLR,3131,,0,320,Y
2228,6E,2850.0,TRV,3153,BOM,2997,,0,320,Y
2229,6E,2850.0,TRV,3153,COK,3136,,0,320,Y
2230,6E,2850.0,TRV,3153,DXB,2188,,0,320,Y
2231,6E,2850.0,TRV,3153,MAA,3144,,0,320,Y
2232,6E,2850.0,VNS,3084,DEL,3093,,0,320,Y
2233,6E,2850.0,VTZ,3066,BBI,3042,,0,320,Y
2234,6E,2850.0,VTZ,3066,BLR,3131,,0,320,Y
2235,6E,2850.0,VTZ,3066,HYD,\N,,0,320,Y
2236,6E,2850.0,VTZ,3066,MAA,3144,,0,320,Y
2237,6H,2954.0,ETH,1594,SDV,1605,,0,AT4,Y
2238,6H,2954.0,ETH,1594,TLV,1590,,0,320,Y
2239,6H,2954.0,FCO,1555,TLV,1590,,0,320,Y
2240,6H,2954.0,NCE,1354,TLV,1590,,0,320,Y
2241,6H,2954.0,SDV,1605,ETH,1594,,0,AT4,Y
2242,6H,2954.0,SXF,337,TLV,1590,,0,320,Y
2243,6H,2954.0,TBS,3973,TLV,1590,,0,320,Y
2244,6H,2954.0,TLV,1590,ETH,1594,,0,320,Y
2245,6H,2954.0,TLV,1590,FCO,1555,,0,320,Y
2246,6H,2954.0,TLV,1590,NCE,1354,,0,320,Y
2247,6H,2954.0,TLV,1590,SXF,337,,0,320,Y
2248,6H,2954.0,TLV,1590,TBS,3973,,0,320,Y
2249,6I,17095.0,CPH,609,SGD,619,,0,AT7,Y
2250,6I,17095.0,SGD,619,CPH,609,,0,AT7,Y
2251,6R,1340.0,DME,4029,KRR,2960,,0,738 73G,Y
2252,6R,1340.0,DME,4029,LED,2948,,0,738,Y
2253,6R,1340.0,DME,4029,MJZ,2925,,0,738,Y
2254,6R,1340.0,DME,4029,PYJ,6092,,0,TU5,Y
2255,6R,1340.0,IKT,2937,MJZ,2925,,0,738,Y
2256,6R,1340.0,IKT,2937,ULK,9026,,0,AN4,Y
2257,6R,1340.0,KJA,4374,MJZ,2925,,0,TU3,Y
2258,6R,1340.0,KRR,2960,DME,4029,,0,738 73G,Y
2259,6R,1340.0,KRR,2960,OVB,4078,,0,738,Y
2260,6R,1340.0,LED,2948,DME,4029,,0,738,Y
2261,6R,1340.0,LED,2948,OVB,4078,,0,738,Y
2262,6R,1340.0,MJZ,2925,DME,4029,,0,738,Y
2263,6R,1340.0,MJZ,2925,IKT,2937,,0,738,Y
2264,6R,1340.0,MJZ,2925,KJA,4374,,0,TU3,Y
2265,6R,1340.0,MJZ,2925,OVB,4078,,0,TU5 738,Y
2266,6R,1340.0,MJZ,2925,PYJ,6092,,0,AN4,Y
2267,6R,1340.0,MJZ,2925,YKS,2923,,0,TU3 AN4,Y
2268,6R,1340.0,OVB,4078,KRR,2960,,0,738,Y
2269,6R,1340.0,OVB,4078,LED,2948,,0,738,Y
2270,6R,1340.0,OVB,4078,MJZ,2925,,0,TU5 738,Y
2271,6R,1340.0,OVB,4078,PYJ,6092,,0,TU5,Y
2272,6R,1340.0,PYJ,6092,DME,4029,,0,TU5,Y
2273,6R,1340.0,PYJ,6092,MJZ,2925,,0,AN4,Y
2274,6R,1340.0,PYJ,6092,OVB,4078,,0,TU5,Y
2275,6R,1340.0,PYJ,6092,YKS,2923,,0,AN4,Y
2276,6R,1340.0,ULK,9026,IKT,2937,,0,AN4,Y
2277,6R,1340.0,ULK,9026,YKS,2923,,0,AN4,Y
2278,6R,1340.0,YKS,2923,MJZ,2925,,0,TU3 AN4,Y
2279,6R,1340.0,YKS,2923,PYJ,6092,,0,AN4,Y
2280,6R,1340.0,YKS,2923,ULK,9026,,0,AN4,Y
2281,6T,5813.0,AKY,3235,RGN,3239,,0,ATR,Y
2282,6T,5813.0,AKY,3235,SNW,3236,,0,ATR,Y
2283,6T,5813.0,HEH,3213,MDL,3222,,0,ATR,Y
2284,6T,5813.0,HEH,3213,RGN,3239,,0,ATR,Y
2285,6T,5813.0,KAW,6198,MGZ,3223,,0,ATR,Y
2286,6T,5813.0,MDL,3222,HEH,3213,,0,ATR,Y
2287,6T,5813.0,MDL,3222,NYU,3209,,0,ATR,Y
2288,6T,5813.0,MDL,3222,THL,3237,,0,ATR,Y
2289,6T,5813.0,MGZ,3223,KAW,6198,,0,ATR,Y
2290,6T,5813.0,MGZ,3223,TVY,6197,,0,ATR,Y
2291,6T,5813.0,NYU,3209,MDL,3222,,0,ATR,Y
2292,6T,5813.0,NYU,3209,RGN,3239,,0,ATR,Y
2293,6T,5813.0,RGN,3239,AKY,3235,,0,ATR,Y
2294,6T,5813.0,RGN,3239,HEH,3213,,0,ATR,Y
2295,6T,5813.0,RGN,3239,NYU,3209,,0,ATR,Y
2296,6T,5813.0,RGN,3239,SNW,3236,,0,ATR,Y
2297,6T,5813.0,RGN,3239,TVY,6197,,0,ATR,Y
2298,6T,5813.0,SNW,3236,AKY,3235,,0,ATR,Y
2299,6T,5813.0,SNW,3236,RGN,3239,,0,ATR,Y
2300,6T,5813.0,THL,3237,MDL,3222,,0,ATR,Y
2301,6T,5813.0,TVY,6197,MGZ,3223,,0,ATR,Y
2302,6T,5813.0,TVY,6197,RGN,3239,,0,ATR,Y
2303,6W,4805.0,DME,4029,RTW,4363,,0,YK2 E90,Y
2304,6W,4805.0,EVN,3964,RTW,4363,,0,YK2,Y
2305,6W,4805.0,MRV,2962,RTW,4363,,0,YK2,Y
2306,6W,4805.0,PRG,1587,RTW,4363,,0,E90,Y
2307,6W,4805.0,RTW,4363,DME,4029,,0,E90 YK2,Y
2308,6W,4805.0,RTW,4363,EVN,3964,,0,YK2,Y
2309,6W,4805.0,RTW,4363,MRV,2962,,0,YK2,Y
2310,6W,4805.0,RTW,4363,PRG,1587,,0,E90,Y
2311,6W,4805.0,RTW,4363,SVX,2975,,0,YK2,Y
2312,6W,4805.0,SVX,2975,RTW,4363,,0,YK2,Y
2313,6Y,11814.0,RIX,3953,TFS,1056,,0,320,Y
2314,6Y,11814.0,TFS,1056,RIX,3953,,0,320,Y
2315,7C,2994.0,BKK,3885,ICN,3930,,0,737,Y
2316,7C,2994.0,BKK,3885,PUS,2372,,0,737,Y
2317,7C,2994.0,CEB,4206,ICN,3930,,0,737,Y
2318,7C,2994.0,CEB,4206,PUS,2372,,0,737,Y
2319,7C,2994.0,CJJ,6008,CJU,2370,,0,737,Y
2320,7C,2994.0,CJU,2370,CJJ,6008,,0,737,Y
2321,7C,2994.0,CJU,2370,GMP,2378,,0,737,Y
2322,7C,2994.0,CJU,2370,PUS,2372,,0,737,Y
2323,7C,2994.0,FUK,2305,ICN,3930,,0,737,Y
2324,7C,2994.0,GMP,2378,CJU,2370,,0,737 738,Y
2325,7C,2994.0,GMP,2378,KIX,3992,,0,737,Y
2326,7C,2994.0,GMP,2378,NGO,3942,,0,737,Y
2327,7C,2994.0,GUM,2246,ICN,3930,,0,737,Y
2328,7C,2994.0,HKG,3077,ICN,3930,,0,737,Y
2329,7C,2994.0,ICN,3930,BKK,3885,,0,737,Y
2330,7C,2994.0,ICN,3930,CEB,4206,,0,737,Y
2331,7C,2994.0,ICN,3930,FUK,2305,,0,737,Y
2332,7C,2994.0,ICN,3930,GUM,2246,,0,737,Y
2333,7C,2994.0,ICN,3930,HKG,3077,,0,737,Y
2334,7C,2994.0,ICN,3930,KIX,3992,,0,737,Y
2335,7C,2994.0,ICN,3930,MNL,2397,,0,737,Y
2336,7C,2994.0,ICN,3930,NGO,3942,,0,737,Y
2337,7C,2994.0,ICN,3930,NRT,2279,,0,737,Y
2338,7C,2994.0,ICN,3930,TAO,3390,,0,737,Y
2339,7C,2994.0,KIX,3992,GMP,2378,,0,737,Y
2340,7C,2994.0,KIX,3992,ICN,3930,,0,737,Y
2341,7C,2994.0,MNL,2397,ICN,3930,,0,737,Y
2342,7C,2994.0,NGO,3942,GMP,2378,,0,737,Y
2343,7C,2994.0,NGO,3942,ICN,3930,,0,737,Y
2344,7C,2994.0,NRT,2279,ICN,3930,,0,737,Y
2345,7C,2994.0,PUS,2372,BKK,3885,,0,737,Y
2346,7C,2994.0,PUS,2372,CJU,2370,,0,737,Y
2347,7C,2994.0,TAO,3390,ICN,3930,,0,737,Y
2348,7E,563.0,GWT,410,HAM,342,,0,CNA,Y
2349,7E,563.0,HAM,342,GWT,410,,0,CNA,Y
2350,7F,2354.0,YAB,8225,YFB,55,,0,AT4,Y
2351,7F,2354.0,YAB,8225,YRB,128,,0,AT4,Y
2352,7F,2354.0,YBK,29,YRT,132,,0,AT4,Y
2353,7F,2354.0,YBK,29,YUT,147,,0,AT4,Y
2354,7F,2354.0,YCB,32,YCO,37,,0,AT7,Y
2355,7F,2354.0,YCB,32,YHK,69,,0,AT7,Y
2356,7F,2354.0,YCB,32,YZF,196,,0,AT7 73M,Y
2357,7F,2354.0,YCO,37,YCB,32,,0,AT7,Y
2358,7F,2354.0,YCO,37,YHI,68,,0,AT7,Y
2359,7F,2354.0,YCO,37,YZF,196,,0,AT7,Y
2360,7F,2354.0,YCS,5487,YRT,132,,0,AT4,Y
2361,7F,2354.0,YCS,5487,YZS,41,,0,AT4,Y
2362,7F,2354.0,YCY,40,YFB,55,,0,AT4,Y
2363,7F,2354.0,YCY,40,YIO,75,,0,AT4,Y
2364,7F,2354.0,YEG,49,YZF,196,,0,73M 737,Y
2365,7F,2354.0,YEK,50,YRT,132,,0,AT4,Y
2366,7F,2354.0,YEK,50,YXN,5534,,0,AT4,Y
2367,7F,2354.0,YEV,54,YVQ,155,,0,73M,Y
2368,7F,2354.0,YFB,55,YAB,8225,,0,AT4,Y
2369,7F,2354.0,YFB,55,YCY,40,,0,AT4,Y
2370,7F,2354.0,YFB,55,YGT,5495,,0,AT4,Y
2371,7F,2354.0,YFB,55,YLC,5509,Y,0,DHT,Y
2372,7F,2354.0,YFB,55,YOW,100,,0,73M,Y
2373,7F,2354.0,YFB,55,YRT,132,,0,73M,Y
2374,7F,2354.0,YFB,55,YTE,140,,0,AT4,Y
2375,7F,2354.0,YFB,55,YUX,148,,0,AT4,Y
2376,7F,2354.0,YFB,55,YVP,154,,0,73M,Y
2377,7F,2354.0,YFB,55,YXP,170,,0,AT4,Y
2378,7F,2354.0,YFS,60,YZF,196,,0,AT4 AT7,Y
2379,7F,2354.0,YGT,5495,YFB,55,,0,AT4,Y
2380,7F,2354.0,YGT,5495,YUX,148,,0,AT4,Y
2381,7F,2354.0,YHI,68,YCO,37,,0,AT7,Y
2382,7F,2354.0,YHK,69,YCB,32,,0,AT7,Y
2383,7F,2354.0,YHK,69,YYH,183,,0,AT7,Y
2384,7F,2354.0,YHY,72,YZF,196,,0,AT4 AT7,Y
2385,7F,2354.0,YIO,75,YCY,40,,0,AT4,Y
2386,7F,2354.0,YLC,5509,YFB,55,Y,0,DHT,Y
2387,7F,2354.0,YOW,100,YFB,55,,0,73M,Y
2388,7F,2354.0,YRB,128,YAB,8225,,0,AT4,Y
2389,7F,2354.0,YRT,132,YBK,29,,0,AT4,Y
2390,7F,2354.0,YRT,132,YCS,5487,,0,AT4,Y
2391,7F,2354.0,YRT,132,YEK,50,,0,AT4,Y
2392,7F,2354.0,YRT,132,YFB,55,,0,73M,Y
2393,7F,2354.0,YRT,132,YWG,160,,0,73M AT4,Y
2394,7F,2354.0,YRT,132,YXN,5534,,0,AT4,Y
2395,7F,2354.0,YRT,132,YZF,196,,0,73M,Y
2396,7F,2354.0,YTE,140,YFB,55,,0,AT4,Y
2397,7F,2354.0,YTE,140,YZS,41,,0,AT4,Y
2398,7F,2354.0,YUL,146,YVP,154,,0,73M,Y
2399,7F,2354.0,YUT,147,YBK,29,,0,AT4,Y
2400,7F,2354.0,YUX,148,YFB,55,,0,AT4,Y
2401,7F,2354.0,YUX,148,YGT,5495,,0,AT4,Y
2402,7F,2354.0,YVM,152,YXP,170,,0,AT4,Y
2403,7F,2354.0,YVP,154,YFB,55,,0,73M,Y
2404,7F,2354.0,YVP,154,YUL,146,,0,73M,Y
2405,7F,2354.0,YVQ,155,YEV,54,,0,73M,Y
2406,7F,2354.0,YVQ,155,YZF,196,,0,73M,Y
2407,7F,2354.0,YWG,160,YRT,132,,0,73M AT4,Y
2408,7F,2354.0,YXN,5534,YEK,50,,0,AT4,Y
2409,7F,2354.0,YXN,5534,YRT,132,,0,AT4,Y
2410,7F,2354.0,YXP,170,YFB,55,,0,AT4,Y
2411,7F,2354.0,YXP,170,YVM,152,,0,AT4,Y
2412,7F,2354.0,YYH,183,YHK,69,,0,AT7,Y
2413,7F,2354.0,YYH,183,YZF,196,,0,AT7,Y
2414,7F,2354.0,YZF,196,YCB,32,,0,73M AT7,Y
2415,7F,2354.0,YZF,196,YCO,37,,0,AT7,Y
2416,7F,2354.0,YZF,196,YEG,49,,0,73M 737,Y
2417,7F,2354.0,YZF,196,YFS,60,,0,AT4 AT7,Y
2418,7F,2354.0,YZF,196,YHK,69,,0,AT7 AT4,Y
2419,7F,2354.0,YZF,196,YHY,72,,0,AT4 AT7,Y
2420,7F,2354.0,YZF,196,YRT,132,,0,73M,Y
2421,7F,2354.0,YZF,196,YVQ,155,,0,73M,Y
2422,7F,2354.0,YZS,41,YCS,5487,,0,AT4,Y
2423,7F,2354.0,YZS,41,YTE,140,,0,AT4,Y
2424,7G,4388.0,FUK,2305,HND,2359,,0,320,Y
2425,7G,4388.0,HND,2359,FUK,2305,,0,320,Y
2426,7G,4388.0,HND,2359,KIX,3992,,0,320,Y
2427,7G,4388.0,HND,2359,KKJ,2311,,0,320,Y
2428,7G,4388.0,KIX,3992,HND,2359,,0,320,Y
2429,7G,4388.0,KKJ,2311,HND,2359,,0,320,Y
2430,7H,16726.0,ABL,7177,OTZ,3693,Y,0,CNC,Y
2431,7H,16726.0,ABL,7177,SHG,7117,Y,0,CNC,Y
2432,7H,16726.0,ADQ,3531,ANC,3774,,0,DH8 BE1,Y
2433,7H,16726.0,AIN,7220,ATK,6714,Y,0,CNC,Y
2434,7H,16726.0,AIN,7220,BRW,3571,Y,0,BE1 CNC,Y
2435,7H,16726.0,AKI,7217,KKI,9742,Y,0,CNA,Y
2436,7H,16726.0,AKI,7217,TLT,7218,Y,0,CNA,Y
2437,7H,16726.0,ANC,3774,ADQ,3531,,0,DH8 BE1,Y
2438,7H,16726.0,ANC,3774,ANI,5967,,0,BE1 DH8,Y
2439,7H,16726.0,ANC,3774,BET,3599,,0,DH8,Y
2440,7H,16726.0,ANC,3774,CDV,3610,,0,BE1,Y
2441,7H,16726.0,ANC,3774,ENA,3628,,0,BE1 DH8,Y
2442,7H,16726.0,ANC,3774,FAI,3832,,0,DH8 BE1,Y
2443,7H,16726.0,ANC,3774,HOM,3664,,0,BE1 DH8,Y
2444,7H,16726.0,ANC,3774,KSM,6718,,0,DH8,Y
2445,7H,16726.0,ANC,3774,UNK,7088,,0,DH8,Y
2446,7H,16726.0,ANC,3774,VDZ,3865,,0,DH8 BE1,Y
2447,7H,16726.0,ANI,5967,ANC,3774,,0,BE1 DH8,Y
2448,7H,16726.0,ANI,5967,CHU,7091,Y,0,CNA,Y
2449,7H,16726.0,ANI,5967,HCR,5962,Y,0,CNC,Y
2450,7H,16726.0,ANI,5967,KLG,5964,Y,0,CNA CNC,Y
2451,7H,16726.0,ANI,5967,RSH,7098,Y,0,CNA,Y
2452,7H,16726.0,ANI,5967,SHX,7090,Y,0,CNC,Y
2453,7H,16726.0,ANV,6713,HCR,5962,Y,0,CNC,Y
2454,7H,16726.0,ANV,6713,KGX,7219,Y,0,CNC,Y
2455,7H,16726.0,ATK,6714,AIN,7220,Y,0,CNC,Y
2456,7H,16726.0,ATK,6714,BRW,3571,Y,0,CNC,Y
2457,7H,16726.0,ATT,4385,BET,3599,Y,0,CNA,Y
2458,7H,16726.0,AUK,7199,EMK,7087,Y,0,CNA,Y
2459,7H,16726.0,AUK,7199,SXP,7200,Y,0,CNA,Y
2460,7H,16726.0,BET,3599,ANC,3774,,0,DH8,Y
2461,7H,16726.0,BET,3599,CYF,6960,Y,0,CNA,Y
2462,7H,16726.0,BET,3599,EEK,7093,Y,0,CNA,Y
2463,7H,16726.0,BET,3599,HPB,6716,Y,0,CNA,Y
2464,7H,16726.0,BET,3599,KKH,7213,Y,0,CNA,Y
2465,7H,16726.0,BET,3599,KLG,5964,Y,0,CNA CNC,Y
2466,7H,16726.0,BET,3599,KUK,7094,Y,0,CNA,Y
2467,7H,16726.0,BET,3599,KWK,7096,Y,0,CNA,Y
2468,7H,16726.0,BET,3599,KWN,7206,Y,0,CNA,Y
2469,7H,16726.0,BET,3599,KWT,7095,Y,0,CNA,Y
2470,7H,16726.0,BET,3599,MLL,7097,Y,0,CNA,Y
2471,7H,16726.0,BET,3599,NME,8199,Y,0,CNA CNC,Y
2472,7H,16726.0,BET,3599,OOK,8200,Y,0,CNA CNC,Y
2473,7H,16726.0,BET,3599,PQS,7216,Y,0,CNA,Y
2474,7H,16726.0,BET,3599,TLT,7218,Y,0,CNA,Y
2475,7H,16726.0,BET,3599,VAK,5968,Y,0,CNA,Y
2476,7H,16726.0,BET,3599,WTL,7099,Y,0,CNA,Y
2477,7H,16726.0,BKC,7178,DRG,6755,Y,0,CNC,Y
2478,7H,16726.0,BKC,7178,OTZ,3693,Y,0,CNC,Y
2479,7H,16726.0,BRW,3571,AIN,7220,Y,0,BE1 CNC,Y
2480,7H,16726.0,BRW,3571,ATK,6714,Y,0,CNC,Y
2481,7H,16726.0,BRW,3571,NUI,7092,Y,0,BE1,Y
2482,7H,16726.0,BRW,3571,PIZ,3414,Y,0,CNC BE1,Y
2483,7H,16726.0,BTI,3411,FYU,3420,Y,0,BE1,Y
2484,7H,16726.0,BTI,3411,SCC,3620,Y,0,BE1,Y
2485,7H,16726.0,CDV,3610,ANC,3774,,0,BE1,Y
2486,7H,16726.0,CHU,7091,CKD,7238,Y,0,CNA,Y
2487,7H,16726.0,CKD,7238,RDV,7239,Y,0,CNA,Y
2488,7H,16726.0,CKD,7238,SLQ,7240,Y,0,CNA,Y
2489,7H,16726.0,CYF,6960,BET,3599,Y,0,CNA,Y
2490,7H,16726.0,CYF,6960,KPN,7201,Y,0,CNA,Y
2491,7H,16726.0,DRG,6755,BKC,7178,Y,0,CNC,Y
2492,7H,16726.0,DRG,6755,OTZ,3693,Y,0,CNC,Y
2493,7H,16726.0,EEK,7093,KWN,7206,Y,0,CNA,Y
2494,7H,16726.0,ELI,7184,KKA,7190,Y,0,PAG,Y
2495,7H,16726.0,ELI,7184,OME,3615,Y,0,PAG,Y
2496,7H,16726.0,EMK,7087,AUK,7199,Y,0,CNA,Y
2497,7H,16726.0,EMK,7087,KOT,7207,Y,0,CNA,Y
2498,7H,16726.0,ENA,3628,ANC,3774,,0,BE1 DH8,Y
2499,7H,16726.0,FAI,3832,ANC,3774,,0,DH8 BE1,Y
2500,7H,16726.0,FAI,3832,FYU,3420,Y,0,BE1,Y
2501,7H,16726.0,FAI,3832,GAL,3764,,0,BE1,Y
2502,7H,16726.0,FAI,3832,RBY,6722,Y,0,CNC,Y
2503,7H,16726.0,FAI,3832,SCC,3620,,0,DH8,Y
2504,7H,16726.0,FYU,3420,BTI,3411,Y,0,BE1,Y
2505,7H,16726.0,FYU,3420,FAI,3832,Y,0,BE1,Y
2506,7H,16726.0,GAL,3764,FAI,3832,,0,BE1,Y
2507,7H,16726.0,GAL,3764,HSL,7108,Y,0,CNC,Y
2508,7H,16726.0,GAL,3764,KAL,6717,Y,0,CNC,Y
2509,7H,16726.0,GAL,3764,NUL,7111,Y,0,CNC BE1,Y
2510,7H,16726.0,GAL,3764,RBY,6722,Y,0,CNC,Y
2511,7H,16726.0,GAM,6715,OME,3615,Y,0,BE1,Y
2512,7H,16726.0,GAM,6715,SVA,6724,Y,0,BE1,Y
2513,7H,16726.0,GLV,7185,OME,3615,Y,0,PAG,Y
2514,7H,16726.0,GLV,7185,WMO,7188,Y,0,PAG,Y
2515,7H,16726.0,HCR,5962,ANI,5967,Y,0,CNC,Y
2516,7H,16726.0,HCR,5962,ANV,6713,Y,0,CNC,Y
2517,7H,16726.0,HOM,3664,ANC,3774,,0,BE1 DH8,Y
2518,7H,16726.0,HPB,6716,SCM,7209,Y,0,CNA,Y
2519,7H,16726.0,HPB,6716,VAK,5968,Y,0,CNA,Y
2520,7H,16726.0,HSL,7108,GAL,3764,Y,0,CNC,Y
2521,7H,16726.0,HSL,7108,KYU,7208,Y,0,CNC,Y
2522,7H,16726.0,IAN,7179,ORV,7181,Y,0,CNC,Y
2523,7H,16726.0,IAN,7179,OTZ,3693,Y,0,CNC,Y
2524,7H,16726.0,KAL,6717,GAL,3764,Y,0,CNC BE1,Y
2525,7H,16726.0,KAL,6717,NUL,7111,Y,0,CNC,Y
2526,7H,16726.0,KGX,7219,ANV,6713,Y,0,CNC,Y
2527,7H,16726.0,KGX,7219,SHX,7090,Y,0,CNC,Y
2528,7H,16726.0,KKA,7190,ELI,7184,Y,0,PAG,Y
2529,7H,16726.0,KKA,7190,SKK,7192,Y,0,PAG,Y
2530,7H,16726.0,KKA,7190,UNK,7088,Y,0,CNC,Y
2531,7H,16726.0,KKH,7213,BET,3599,Y,0,CNA,Y
2532,7H,16726.0,KKH,7213,KWK,7096,Y,0,CNA,Y
2533,7H,16726.0,KKI,9742,AKI,7217,Y,0,CNA,Y
2534,7H,16726.0,KKI,9742,KWT,7095,Y,0,CNA,Y
2535,7H,16726.0,KLG,5964,ANI,5967,Y,0,CNA CNC,Y
2536,7H,16726.0,KLG,5964,BET,3599,Y,0,CNA CNC,Y
2537,7H,16726.0,KLG,5964,RSH,7098,Y,0,CNA,Y
2538,7H,16726.0,KOT,7207,EMK,7087,Y,0,CNA,Y
2539,7H,16726.0,KOT,7207,KSM,6718,Y,0,CNA,Y
2540,7H,16726.0,KOT,7207,WBB,7193,Y,0,CNC,Y
2541,7H,16726.0,KPN,7201,BET,3599,Y,0,CNA,Y
2542,7H,16726.0,KPN,7201,CYF,6960,Y,0,CNA,Y
2543,7H,16726.0,KSM,6718,ANC,3774,,0,DH8,Y
2544,7H,16726.0,KSM,6718,KOT,7207,Y,0,CNA,Y
2545,7H,16726.0,KSM,6718,MOU,5966,Y,0,CNA,Y
2546,7H,16726.0,KSM,6718,SXP,7200,Y,0,CNA,Y
2547,7H,16726.0,KTS,7183,TLA,7186,Y,0,PAG,Y
2548,7H,16726.0,KTS,7183,WAA,7187,Y,0,PAG,Y
2549,7H,16726.0,KUK,7094,NUP,7212,Y,0,CNA,Y
2550,7H,16726.0,KVL,6719,OTZ,3693,Y,0,CNC,Y
2551,7H,16726.0,KWK,7096,BET,3599,Y,0,CNA,Y
2552,7H,16726.0,KWK,7096,KKH,7213,Y,0,CNA,Y
2553,7H,16726.0,KWK,7096,KPN,7201,Y,0,CNA,Y
2554,7H,16726.0,KWN,7206,BET,3599,Y,0,CNA,Y
2555,7H,16726.0,KWN,7206,TOG,6767,Y,0,CNA,Y
2556,7H,16726.0,KWT,7095,BET,3599,Y,0,CNA,Y
2557,7H,16726.0,KWT,7095,KKI,9742,Y,0,CNA,Y
2558,7H,16726.0,KYU,7208,GAL,3764,Y,0,CNC,Y
2559,7H,16726.0,MLL,7097,RSH,7098,Y,0,CNA,Y
2560,7H,16726.0,MOU,5966,KSM,6718,Y,0,CNA,Y
2561,7H,16726.0,MOU,5966,PQS,7216,Y,0,CNA,Y
2562,7H,16726.0,MYU,6720,BET,3599,Y,0,CNA CNC,Y
2563,7H,16726.0,NME,8199,OOK,8200,Y,0,CNA,Y
2564,7H,16726.0,NME,8199,TNK,8201,Y,0,CNC CNA,Y
2565,7H,16726.0,NUI,7092,BRW,3571,Y,0,BE1,Y
2566,7H,16726.0,NUI,7092,SCC,3620,Y,0,BE1,Y
2567,7H,16726.0,NUL,7111,GAL,3764,Y,0,CNC,Y
2568,7H,16726.0,NUL,7111,KAL,6717,Y,0,CNC BE1,Y
2569,7H,16726.0,NUP,7212,ATT,4385,Y,0,CNA,Y
2570,7H,16726.0,OBU,7180,ABL,7177,Y,0,CNC,Y
2571,7H,16726.0,OBU,7180,OTZ,3693,Y,0,CNC,Y
2572,7H,16726.0,OME,3615,ELI,7184,Y,0,PAG,Y
2573,7H,16726.0,OME,3615,GAM,6715,Y,0,BE1,Y
2574,7H,16726.0,OME,3615,GLV,7185,Y,0,PAG,Y
2575,7H,16726.0,OME,3615,KTS,7183,Y,0,PAG,Y
2576,7H,16726.0,OME,3615,SHH,6723,Y,0,PAG CNT,Y
2577,7H,16726.0,OME,3615,SKK,7192,Y,0,PAG,Y
